Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2015-10-17T08:01:00+08:00,70.408333333,0,10.926666667,0.05,16.651666667
2015-10-17T08:02:00+08:00,73.548333333,0,9.5466666667,0.025,14.841666667
2015-10-17T08:03:00+08:00,70.998333333,0,10.171666667,0.051666666667,16.666666667
2015-10-17T08:04:00+08:00,72.01,0,10.611666667,0.05,15.165
2015-10-17T08:05:00+08:00,71.906666667,0,10.861666667,0.05,15.226666667
2015-10-17T08:06:00+08:00,17.968333333,0,2.7716666667,0.098333333333,78.61
2015-10-17T08:07:00+08:00,0,0,0,0.075,99.875
2015-10-17T08:08:00+08:00,0.025,0,0,0.076666666667,99.9
2015-10-17T08:09:00+08:00,0,0,0,0.073333333333,99.9
2015-10-17T08:10:00+08:00,8.3066666667,0,0.41833333333,0.12166666667,91.15
2015-10-17T08:11:00+08:00,8.73,0,0.40333333333,0.075,90.788333333
2015-10-17T08:12:00+08:00,3.7916666667,0,0.35166666667,0.098333333333,95.756666667
2015-10-17T08:13:00+08:00,14.063333333,0,0.77166666667,0.24666666667,84.92
2015-10-17T08:14:00+08:00,15.805,0,0.95166666667,0.52666666667,82.745
2015-10-17T08:15:00+08:00,6.5733333333,0,0.48333333333,0.205,92.79
2015-10-17T08:16:00+08:00,6.8066666667,0,0.45333333333,0.13,92.565
2015-10-17T08:17:00+08:00,1.98,0,0.42333333333,0.17833333333,97.491666667
2015-10-17T08:18:00+08:00,1.57,0,0.305,0.17,97.93
2015-10-17T08:19:00+08:00,1.1866666667,0,0.35,0.155,98.323333333
2015-10-17T08:20:00+08:00,1.46,0,0.325,0.12,98.101666667
2015-10-17T08:21:00+08:00,1.365,0,0.34,0.125,98.165
2015-10-17T08:22:00+08:00,9.175,0,0.37166666667,0.185,90.318333333
2015-10-17T08:23:00+08:00,0.91333333333,0,0.16833333333,0.125,98.8
2015-10-17T08:24:00+08:00,0.62,0,0.155,0.125,99.125
2015-10-17T08:25:00+08:00,3.6416666667,0,0.19,0.125,96.068333333
2015-10-17T08:26:00+08:00,2.785,0,0.3,0.11833333333,96.815
2015-10-17T08:27:00+08:00,2.2816666667,0,0.445,0.15333333333,97.125
2015-10-17T08:28:00+08:00,1.5916666667,0,0.375,0.1,97.956666667
2015-10-17T08:29:00+08:00,1.2316666667,0,0.27833333333,0.19666666667,98.35
2015-10-17T08:30:00+08:00,2.135,0,0.27666666667,0.175,97.43
2015-10-17T08:31:00+08:00,8.8333333333,0,0.25,0.10333333333,90.8
