% cluster ARFF file
@relation cluster

@attribute onBoltRate numeric
@attribute joinBoltRate numeric
@attribute spoutRate numeric
@attribute supervisors numeric
@attribute cpu numeric
@attribute memory numeric
@attribute workers numeric
@attribute onBoltNumber numeric
@attribute joinBoltNumber numeric
@attribute onBoltParallism numeric
@attribute joinBoltParallism numeric
@attribute spoutsParallism numeric
@attribute windowLength numeric
@attribute emitFrequency numeric
@attribute cpu_used numeric
@attribute memory_used numeric
@attribute latency numeric

@data
66353,24253,66011,4,96,192,88,4,2,7,7,17,84,12,57,83240,522
85548,31363,85091,4,96,192,88,4,2,7,7,17,84,12,64,85384,528
162958,76356,164059,4,96,192,91,4,2,11,28,4,45,15,89,60594,343
26861,11103,26859,4,96,192,91,4,2,11,28,4,45,15,32,68313,236
43659,18578,43965,4,96,192,91,4,2,11,28,4,45,15,44,67522,169
60240,25561,60529,4,96,192,91,4,2,11,28,4,45,15,55,65671,129
72678,31050,72930,4,96,192,91,4,2,11,28,4,45,15,61,64989,163
241536,122871,241247,4,96,192,35,4,2,7,31,11,96,32,91,42334,1350
40610,17430,39355,4,96,192,35,4,2,7,31,11,96,32,34,43771,334
70797,30484,70858,4,96,192,35,4,2,7,31,11,96,32,45,43384,263
101840,43664,101867,4,96,192,35,4,2,7,31,11,96,32,57,43691,248
128495,56105,128263,4,96,192,35,4,2,7,31,11,96,32,64,44294,315
170212,81377,170190,4,96,192,72,4,2,29,20,27,105,15,95,67198,5702
27007,13297,26863,4,96,192,72,4,2,29,20,27,105,15,42,72483,722
49370,20885,49590,4,96,192,72,4,2,29,20,27,105,15,50,71865,675
72996,30661,73173,4,96,192,72,4,2,29,20,27,105,15,63,72781,633
95256,40447,95425,4,96,192,72,4,2,29,20,27,105,15,70,74004,633
273672,120727,274550,4,96,192,49,4,2,21,31,31,28,7,93,57763,3628
47373,20267,45768,4,96,192,49,4,2,21,31,31,28,7,43,59521,674
83588,35558,83320,4,96,192,49,4,2,21,31,31,28,7,59,59717,635
122540,52548,122238,4,96,192,49,4,2,21,31,31,28,7,70,60338,627
158477,67947,158145,4,96,192,49,4,2,21,31,31,28,7,76,60656,662
232483,118184,230102,4,96,192,49,4,2,10,27,11,119,17,94,53519,1841
38457,16245,37959,4,96,192,49,4,2,10,27,11,119,17,37,55998,403
67030,28335,67087,4,96,192,49,4,2,10,27,11,119,17,51,55238,297
94862,39867,94891,4,96,192,49,4,2,10,27,11,119,17,61,55386,313
120805,50506,121154,4,96,192,49,4,2,10,27,11,119,17,69,56495,397
241855,115875,241866,4,96,192,37,4,2,23,28,20,72,18,92,43894,2346
41291,17426,40779,4,96,192,37,4,2,23,28,20,72,18,37,45727,525
73300,31404,73429,4,96,192,37,4,2,23,28,20,72,18,51,45200,479
106403,45928,106534,4,96,192,37,4,2,23,28,20,72,18,61,45507,423
137657,59557,137903,4,96,192,37,4,2,23,28,20,72,18,70,46273,481
111525,52027,113636,4,96,192,26,4,2,23,10,8,96,16,68,32180,3156
17722,8106,17897,4,96,192,26,4,2,23,10,8,96,16,22,33302,240
33608,14727,34190,4,96,192,26,4,2,23,10,8,96,16,26,33135,164
50127,21712,50624,4,96,192,26,4,2,23,10,8,96,16,34,33896,144
65334,27969,65884,4,96,192,26,4,2,23,10,8,96,16,41,34662,120
160882,82921,161850,4,96,192,85,4,2,14,17,4,110,22,89,61062,218
30822,14178,26741,4,96,192,85,4,2,14,17,4,110,22,36,67439,195
44011,19326,43469,4,96,192,85,4,2,14,17,4,110,22,44,66207,165
60420,27183,60033,4,96,192,85,4,2,14,17,4,110,22,55,64599,110
196156,76857,217458,4,96,192,77,4,2,11,8,16,28,4,92,69629,1805
58868,23432,38212,4,96,192,77,4,2,11,8,16,28,4,44,75502,572
62096,23812,62592,4,96,192,77,4,2,11,8,16,28,4,53,75817,500
89846,34730,90404,4,96,192,77,4,2,11,8,16,28,4,64,76590,468
115417,44480,115792,4,96,192,77,4,2,11,8,16,28,4,71,77628,543
181818,88869,182577,4,96,192,85,4,2,23,26,20,102,17,95,77788,3187
31175,13205,30924,4,96,192,85,4,2,23,26,20,102,17,40,91156,617
53633,22550,53741,4,96,192,85,4,2,23,26,20,102,17,56,89871,569
77998,32694,78095,4,96,192,85,4,2,23,26,20,102,17,67,90488,535
101570,42612,101555,4,96,192,85,4,2,23,26,20,102,17,73,91563,576
196231,95336,195872,4,96,192,60,4,2,6,20,9,88,11,92,57651,1246
33726,13625,33052,4,96,192,60,4,2,6,20,9,88,11,33,63578,338
57236,23423,57135,4,96,192,60,4,2,6,20,9,88,11,47,63022,298
81615,33701,81418,4,96,192,60,4,2,6,20,9,88,11,57,63383,243
103125,43091,102995,4,96,192,60,4,2,6,20,9,88,11,64,64706,266
179390,80850,192609,4,96,192,23,4,2,30,10,10,56,14,80,28648,1579
217997,101300,241040,4,96,192,46,4,2,19,22,22,80,20,93,50636,2983
171572,81370,171599,4,96,192,79,4,2,6,26,25,88,22,92,74405,4542
31836,13352,29746,4,96,192,79,4,2,6,26,25,88,22,36,87696,638
52152,21660,51340,4,96,192,79,4,2,6,26,25,88,22,50,87640,628
77649,32251,76904,4,96,192,79,4,2,6,26,25,88,22,63,88261,589
100034,42553,99353,4,96,192,79,4,2,6,26,25,88,22,69,89000,602
191067,92913,190694,4,96,192,36,4,2,23,21,29,80,8,91,44979,4649
31814,14686,31028,4,96,192,36,4,2,23,21,29,80,8,37,45148,623
58013,24879,57787,4,96,192,36,4,2,23,21,29,80,8,45,45320,617
86364,37150,86192,4,96,192,36,4,2,23,21,29,80,8,57,46181,586
112860,49568,112638,4,96,192,36,4,2,23,21,29,80,8,65,46501,595
179591,85595,181185,4,96,192,30,4,2,11,16,10,72,8,88,35971,3865
31353,13192,30803,4,96,192,30,4,2,11,16,10,72,8,27,36518,318
54223,23110,54355,4,96,192,30,4,2,11,16,10,72,8,34,36518,264
76860,33098,76987,4,96,192,30,4,2,11,16,10,72,8,47,37181,229
100410,43105,100672,4,96,192,30,4,2,11,16,10,72,8,56,37801,249
75622,33473,75828,4,96,192,5,4,2,12,22,10,52,13,38,11474,4801
12814,5393,12620,4,96,192,5,4,2,12,22,10,52,13,9,11350,355
23599,9967,23705,4,96,192,5,4,2,12,22,10,52,13,11,11455,274
35213,14920,35253,4,96,192,5,4,2,12,22,10,52,13,16,11573,271
46200,19974,46292,4,96,192,5,4,2,12,22,10,52,13,20,11658,353
107737,54944,111232,4,96,192,33,4,2,21,6,5,84,28,84,30812,1770
20086,8728,20111,4,96,192,33,4,2,21,6,5,84,28,20,32569,256
32817,14318,33415,4,96,192,33,4,2,21,6,5,84,28,26,32021,188
47756,20918,48482,4,96,192,33,4,2,21,6,5,84,28,35,31722,142
61157,26858,61955,4,96,192,33,4,2,21,6,5,84,28,41,31933,146
190989,101542,202252,4,96,192,79,4,2,27,31,12,110,11,94,69047,1512
48212,19743,34885,4,96,192,79,4,2,27,31,12,110,11,48,82066,447
58023,24894,58231,4,96,192,79,4,2,27,31,12,110,11,56,81796,355
107293,51530,108270,4,96,192,85,4,2,4,10,27,117,13,91,76117,11272
19452,8978,17274,4,96,192,85,4,2,4,10,27,117,13,32,88651,626
154341,75116,155925,4,96,192,57,4,2,31,15,14,90,10,91,52196,3557
26939,12410,27182,4,96,192,57,4,2,31,15,14,90,10,35,54813,548
48151,20827,48883,4,96,192,57,4,2,31,15,14,90,10,45,54066,466
71836,31061,72598,4,96,192,57,4,2,31,15,14,90,10,58,54419,416
92561,40062,93358,4,96,192,57,4,2,31,15,14,90,10,66,55868,413
235926,107460,237776,4,96,192,65,4,2,32,26,23,50,5,95,62961,3067
38277,16466,37251,4,96,192,65,4,2,32,26,23,50,5,42,66434,681
66326,28616,66833,4,96,192,65,4,2,32,26,23,50,5,59,65941,629
97281,42722,97757,4,96,192,65,4,2,32,26,23,50,5,69,66632,589
124978,54178,125456,4,96,192,65,4,2,32,26,23,50,5,75,67768,607
181176,96950,179665,4,96,192,90,4,2,30,29,10,112,14,94,73967,769
29769,12564,30285,4,96,192,90,4,2,30,29,10,112,14,39,84886,492
50253,21775,51009,4,96,192,90,4,2,30,29,10,112,14,55,83485,359
71616,31027,72355,4,96,192,90,4,2,30,29,10,112,14,66,82833,365
90015,39002,90750,4,96,192,90,4,2,30,29,10,112,14,72,83985,366
179345,85155,179619,4,96,192,14,4,2,23,28,11,68,17,79,21915,1920
28843,12390,29000,4,96,192,14,4,2,23,28,11,68,17,24,21636,261
53126,23050,53598,4,96,192,14,4,2,23,28,11,68,17,31,21922,223
76559,33088,77040,4,96,192,14,4,2,23,28,11,68,17,40,22171,224
98865,42685,99317,4,96,192,14,4,2,23,28,11,68,17,43,22242,313
240476,112758,239543,4,96,192,28,4,2,13,31,22,66,22,90,36268,2764
39031,16588,38031,4,96,192,28,4,2,13,31,22,66,22,34,36377,505
71179,30029,70855,4,96,192,28,4,2,13,31,22,66,22,44,36654,426
104869,44954,104511,4,96,192,28,4,2,13,31,22,66,22,56,37266,419
135167,58337,134849,4,96,192,28,4,2,13,31,22,66,22,64,37452,402
201024,98616,201345,4,96,192,61,4,2,23,30,25,112,14,95,62853,4128
33260,14453,32007,4,96,192,61,4,2,23,30,25,112,14,39,67094,685
59083,25929,59079,4,96,192,61,4,2,23,30,25,112,14,53,66340,645
87183,37737,87288,4,96,192,61,4,2,23,30,25,112,14,65,67300,634
109600,47643,109640,4,96,192,61,4,2,23,30,25,112,14,71,68411,627
211191,104132,212656,4,96,192,58,4,2,31,18,4,54,9,89,51181,222
33654,14566,34310,4,96,192,58,4,2,31,18,4,54,9,34,57391,167
54801,24087,55819,4,96,192,58,4,2,31,18,4,54,9,47,57149,133
75036,32857,76019,4,96,192,58,4,2,31,18,4,54,9,57,56330,153
91841,40417,93048,4,96,192,58,4,2,31,18,4,54,9,63,56845,156
145836,65113,145594,4,96,192,13,4,2,5,30,10,63,7,73,20515,3663
23151,9743,22825,4,96,192,13,4,2,5,30,10,63,7,19,20287,251
44736,18362,44433,4,96,192,13,4,2,5,30,10,63,7,24,20517,228
62584,27097,62439,4,96,192,13,4,2,5,30,10,63,7,33,20713,225
81479,34792,81403,4,96,192,13,4,2,5,30,10,63,7,40,20827,395
261184,119745,261491,4,96,192,47,4,2,15,23,6,30,3,90,47482,377
42435,17850,42700,4,96,192,47,4,2,15,23,6,30,3,36,50931,206
70781,30251,71133,4,96,192,47,4,2,15,23,6,30,3,50,50862,174
97072,41535,97405,4,96,192,47,4,2,15,23,6,30,3,60,51095,186
119793,51090,120256,4,96,192,47,4,2,15,23,6,30,3,67,52017,286
167901,89236,167183,4,96,192,85,4,2,30,20,4,114,19,90,62061,488
25542,10748,26565,4,96,192,85,4,2,30,20,4,114,19,35,64836,245
43647,19182,44614,4,96,192,85,4,2,30,20,4,114,19,45,63176,174
60190,26128,61092,4,96,192,85,4,2,30,20,4,114,19,57,60685,172
74293,32826,75324,4,96,192,85,4,2,30,20,4,114,19,63,59939,185
185293,87068,186545,4,96,192,70,4,2,22,15,12,40,5,92,62842,1650
31617,13961,31751,4,96,192,70,4,2,22,15,12,40,5,36,68936,486
54728,23749,55164,4,96,192,70,4,2,22,15,12,40,5,50,68451,345
78896,34116,79299,4,96,192,70,4,2,22,15,12,40,5,62,68479,343
100863,43540,101317,4,96,192,70,4,2,22,15,12,40,5,69,69162,342
178118,83405,181474,4,96,192,70,4,2,15,32,19,90,9,94,65734,3129
32451,13322,30474,4,96,192,70,4,2,15,32,19,90,9,37,75730,557
54812,22084,54755,4,96,192,70,4,2,15,32,19,90,9,51,75678,509
79816,32568,79852,4,96,192,70,4,2,15,32,19,90,9,63,76440,495
102919,42170,102850,4,96,192,70,4,2,15,32,19,90,9,70,77010,493
125262,54903,123351,4,96,192,73,4,2,13,10,23,84,12,80,71963,6787
20197,10604,20122,4,96,192,73,4,2,13,10,23,84,12,36,76214,658
37211,15812,36839,4,96,192,73,4,2,13,10,23,84,12,40,75732,633
55218,23360,54768,4,96,192,73,4,2,13,10,23,84,12,52,76888,632
73598,30731,73143,4,96,192,73,4,2,13,10,23,84,12,61,79053,622
232278,107054,233163,4,96,192,71,4,2,30,25,15,42,14,94,63539,1403
38608,16572,38585,4,96,192,71,4,2,30,25,15,42,14,42,70603,554
67513,28626,68152,4,96,192,71,4,2,30,25,15,42,14,59,70709,429
96312,40901,96951,4,96,192,71,4,2,30,25,15,42,14,69,71374,446
121806,51735,122670,4,96,192,71,4,2,30,25,15,42,14,75,72006,493
67569,31333,67747,4,96,192,9,4,2,12,20,12,96,16,44,16124,17869
11853,5278,11567,4,96,192,9,4,2,12,20,12,96,16,9,15886,282
19833,8457,19737,4,96,192,9,4,2,12,20,12,96,16,12,16028,236
29729,12983,29738,4,96,192,9,4,2,12,20,12,96,16,18,16222,271
39497,17075,39433,4,96,192,9,4,2,12,20,12,96,16,22,16358,271
188042,78881,189125,4,96,192,70,4,2,4,21,26,30,5,89,71944,4947
34383,13988,31416,4,96,192,70,4,2,4,21,26,30,5,35,78035,657
57686,23512,56837,4,96,192,70,4,2,4,21,26,30,5,48,78079,657
85055,34972,84101,4,96,192,70,4,2,4,21,26,30,5,60,79294,656
112102,46021,110857,4,96,192,70,4,2,4,21,26,30,5,68,80494,666
182391,86488,182657,4,96,192,95,4,2,23,27,14,78,13,94,76446,2367
31409,12984,31204,4,96,192,95,4,2,23,27,14,78,13,41,86123,575
53894,22680,54284,4,96,192,95,4,2,23,27,14,78,13,58,85152,457
76201,32582,76611,4,96,192,95,4,2,23,27,14,78,13,69,84383,459
95964,40622,96275,4,96,192,95,4,2,23,27,14,78,13,74,84998,482
178729,78492,178987,4,96,192,84,4,2,22,15,31,120,15,95,83333,7171
29826,12941,29334,4,96,192,84,4,2,22,15,31,120,15,41,90534,784
53364,20527,53110,4,96,192,84,4,2,22,15,31,120,15,55,89769,756
78610,29965,78287,4,96,192,84,4,2,22,15,31,120,15,67,91837,753
102337,38948,102035,4,96,192,84,4,2,22,15,31,120,15,73,93553,757
80555,35797,80979,4,96,192,12,4,2,16,31,28,72,12,51,19896,20755
14389,6429,13456,4,96,192,12,4,2,16,31,28,72,12,14,19781,531
26169,10885,25526,4,96,192,12,4,2,16,31,28,72,12,18,19854,414
38887,16879,38157,4,96,192,12,4,2,16,31,28,72,12,25,20094,425
52359,23103,51823,4,96,192,12,4,2,16,31,28,72,12,31,20167,444
219278,106274,219169,4,96,192,59,4,2,15,13,5,44,11,90,50162,354
36464,14995,36613,4,96,192,59,4,2,15,13,5,44,11,34,53264,205
59309,25542,59733,4,96,192,59,4,2,15,13,5,44,11,48,52496,155
82294,35315,82628,4,96,192,59,4,2,15,13,5,44,11,58,51919,186
100946,43300,101382,4,96,192,59,4,2,15,13,5,44,11,64,52731,200
168641,81722,182440,4,96,192,91,4,2,31,30,24,49,7,95,78896,4020
42851,18451,31308,4,96,192,91,4,2,31,30,24,49,7,49,91492,704
53462,23133,53864,4,96,192,91,4,2,31,30,24,49,7,58,91052,682
78306,33518,78699,4,96,192,91,4,2,31,30,24,49,7,69,92181,626
101095,43483,101489,4,96,192,91,4,2,31,30,24,49,7,74,93315,657
204838,102847,205917,4,96,192,37,4,2,15,29,32,95,19,92,45739,5604
34900,15498,33484,4,96,192,37,4,2,15,29,32,95,19,35,46545,608
61743,26816,61719,4,96,192,37,4,2,15,29,32,95,19,47,46623,602
91787,40277,91798,4,96,192,37,4,2,15,29,32,95,19,58,47354,580
228520,102161,230101,4,96,192,74,4,2,26,25,21,30,5,95,70409,2282
39223,16356,38441,4,96,192,74,4,2,26,25,21,30,5,44,76861,636
67581,28462,67920,4,96,192,74,4,2,26,25,21,30,5,60,77351,564
98043,41465,98324,4,96,192,74,4,2,26,25,21,30,5,70,78075,589
126804,54160,127082,4,96,192,74,4,2,26,25,21,30,5,76,78769,654
125174,53617,125944,4,96,192,37,4,2,11,6,12,105,21,88,41133,4731
21187,8893,21152,4,96,192,37,4,2,11,6,12,105,21,26,43253,361
38602,14554,38648,4,96,192,37,4,2,11,6,12,105,21,30,43186,351
56880,21732,56945,4,96,192,37,4,2,11,6,12,105,21,40,44600,292
73837,28413,73760,4,96,192,37,4,2,11,6,12,105,21,48,45544,305
92243,42342,88115,4,96,192,90,4,2,17,7,31,90,15,93,79586,12981
17182,10250,17151,4,96,192,90,4,2,17,7,31,90,15,41,89530,671
31560,14464,31698,4,96,192,90,4,2,17,7,31,90,15,41,89191,630
46295,21300,46884,4,96,192,90,4,2,17,7,31,90,15,52,90843,663
156727,61570,156229,4,96,192,96,4,2,11,6,12,72,12,93,73831,2247
26328,9761,26043,4,96,192,96,4,2,11,6,12,72,12,35,79409,524
45494,16206,45478,4,96,192,96,4,2,11,6,12,72,12,46,77846,460
65555,23322,65510,4,96,192,96,4,2,11,6,12,72,12,58,77345,400
83298,30270,83316,4,96,192,96,4,2,11,6,12,72,12,66,77577,428
178386,81729,177336,4,96,192,59,4,2,15,6,15,42,6,90,57492,2829
31402,13780,31149,4,96,192,59,4,2,15,6,15,42,6,33,59599,502
54996,23135,55018,4,96,192,59,4,2,15,6,15,42,6,46,58920,450
79022,33971,79067,4,96,192,59,4,2,15,6,15,42,6,57,59887,394
102270,43114,102249,4,96,192,59,4,2,15,6,15,42,6,65,60809,428
127172,58549,128232,4,96,192,13,4,2,27,24,31,66,22,66,21536,13559
21386,9646,19780,4,96,192,13,4,2,27,24,31,66,22,20,21309,490
41021,17884,40499,4,96,192,13,4,2,27,24,31,66,22,27,21539,495
61382,26646,61170,4,96,192,13,4,2,27,24,31,66,22,35,21657,529
80794,35125,80543,4,96,192,13,4,2,27,24,31,66,22,43,21753,551
138029,45169,136891,4,96,192,57,4,2,8,5,15,108,27,89,55226,4313
191459,84507,192469,4,96,192,63,4,2,5,14,27,40,8,92,66554,4372
35461,14485,32618,4,96,192,63,4,2,5,14,27,40,8,35,72881,646
58850,24239,58038,4,96,192,63,4,2,5,14,27,40,8,48,72717,627
86051,36017,85293,4,96,192,63,4,2,5,14,27,40,8,59,73546,615
113362,47055,112242,4,96,192,63,4,2,5,14,27,40,8,68,74399,632
200029,103584,204058,4,96,192,65,4,2,30,13,8,96,16,93,57905,788
41696,19803,34539,4,96,192,65,4,2,30,13,8,96,16,43,62255,380
57510,24481,58040,4,96,192,65,4,2,30,13,8,96,16,51,60948,289
81030,35318,81727,4,96,192,65,4,2,30,13,8,96,16,63,61098,271
254995,119478,258685,4,96,192,55,4,2,31,21,7,45,15,91,50485,389
44661,20366,42001,4,96,192,55,4,2,31,21,7,45,15,39,54040,275
69644,30072,70553,4,96,192,55,4,2,31,21,7,45,15,54,53784,221
96948,41770,97921,4,96,192,55,4,2,31,21,7,45,15,65,53994,239
118495,51074,119362,4,96,192,55,4,2,31,21,7,45,15,70,54616,285
235786,108896,234861,4,96,192,69,4,2,6,32,13,70,14,92,67288,1687
40278,16595,38975,4,96,192,69,4,2,6,32,13,70,14,38,74903,455
68005,28169,67814,4,96,192,69,4,2,6,32,13,70,14,54,74454,412
99157,41747,98831,4,96,192,69,4,2,6,32,13,70,14,65,74341,467
123893,51747,123638,4,96,192,69,4,2,6,32,13,70,14,71,75134,597
256996,118427,257103,4,96,192,37,4,2,18,22,21,52,13,92,46208,2754
44320,19241,43101,4,96,192,37,4,2,18,22,21,52,13,38,46854,540
78753,33954,78711,4,96,192,37,4,2,18,22,21,52,13,52,47200,473
114367,49180,114303,4,96,192,37,4,2,18,22,21,52,13,64,47632,462
147671,63569,147702,4,96,192,37,4,2,18,22,21,52,13,71,48019,487
234184,109031,234218,4,96,192,20,4,2,28,20,21,60,12,88,28543,2615
38138,16901,37852,4,96,192,20,4,2,28,20,21,60,12,33,28160,471
72286,31276,72572,4,96,192,20,4,2,28,20,21,60,12,42,28533,415
105870,46355,106159,4,96,192,20,4,2,28,20,21,60,12,54,28811,412
136222,58643,136491,4,96,192,20,4,2,28,20,21,60,12,62,28905,451
262798,122448,263715,4,96,192,24,4,2,30,24,17,36,6,88,32505,1721
44235,18998,43898,4,96,192,24,4,2,30,24,17,36,6,35,32758,421
79662,34499,80340,4,96,192,24,4,2,30,24,17,36,6,47,32820,361
115973,50609,116602,4,96,192,24,4,2,30,24,17,36,6,58,33037,457
150405,64851,151205,4,96,192,24,4,2,30,24,17,36,6,66,33416,543
156016,69746,154992,4,96,192,57,4,2,13,9,15,60,12,81,58089,4224
27277,11963,27194,4,96,192,57,4,2,13,9,15,60,12,31,60066,504
48548,20267,48478,4,96,192,57,4,2,13,9,15,60,12,42,59807,454
71416,29504,71270,4,96,192,57,4,2,13,9,15,60,12,54,60680,386
92572,38291,92461,4,96,192,57,4,2,13,9,15,60,12,61,61868,389
59390,27305,60296,4,96,192,7,4,2,29,29,9,120,30,52,14085,2810
9876,4364,9917,4,96,192,7,4,2,29,29,9,120,30,12,13857,178
19429,8283,19840,4,96,192,7,4,2,29,29,9,120,30,11,14010,198
29069,12605,29699,4,96,192,7,4,2,29,29,9,120,30,16,14206,254
37510,16512,38219,4,96,192,7,4,2,29,29,9,120,30,21,14226,327
199965,91062,216545,4,96,192,78,4,2,11,20,22,60,12,94,78351,2924
55396,21725,37373,4,96,192,78,4,2,11,20,22,60,12,45,85733,633
63374,26163,63814,4,96,192,78,4,2,11,20,22,60,12,58,85333,553
92960,38532,93558,4,96,192,78,4,2,11,20,22,60,12,69,85817,543
227863,111351,246398,4,96,192,19,4,2,16,12,6,51,17,82,27030,428
58925,25303,41975,4,96,192,19,4,2,16,12,6,51,17,33,27196,130
69953,30224,71909,4,96,192,19,4,2,16,12,6,51,17,39,26573,102
98458,42809,99613,4,96,192,19,4,2,16,12,6,51,17,48,27210,363
121077,52068,122305,4,96,192,19,4,2,16,12,6,51,17,54,27676,338
185008,82956,184621,4,96,192,76,4,2,8,29,22,80,8,93,74951,3963
33351,12722,31184,4,96,192,76,4,2,8,29,22,80,8,37,85701,628
54608,21645,54032,4,96,192,76,4,2,8,29,22,80,8,52,85033,622
80755,32145,80243,4,96,192,76,4,2,8,29,22,80,8,64,85169,569
104706,42175,104182,4,96,192,76,4,2,8,29,22,80,8,71,86365,594
278906,132813,280529,4,96,192,40,4,2,24,28,21,76,19,93,49544,2082
47654,20663,46875,4,96,192,40,4,2,24,28,21,76,19,42,50368,555
85536,37161,85704,4,96,192,40,4,2,24,28,21,76,19,57,49591,488
123525,53964,123779,4,96,192,40,4,2,24,28,21,76,19,68,50092,472
155865,67935,156095,4,96,192,40,4,2,24,28,21,76,19,74,51070,687
113723,55821,119575,4,96,192,14,4,2,24,20,4,119,17,74,21446,867
23552,11061,19249,4,96,192,14,4,2,24,20,4,119,17,18,21713,160
33521,14672,34977,4,96,192,14,4,2,24,20,4,119,17,21,21333,134
48840,21371,50218,4,96,192,14,4,2,24,20,4,119,17,29,21534,132
63600,28483,64953,4,96,192,14,4,2,24,20,4,119,17,36,21972,136
182469,60958,182655,4,96,192,95,4,2,9,4,18,27,3,91,78161,4431
31298,10915,30587,4,96,192,95,4,2,9,4,18,27,3,37,85402,607
53782,17682,53504,4,96,192,95,4,2,9,4,18,27,3,50,85134,584
77852,25766,77539,4,96,192,95,4,2,9,4,18,27,3,62,86143,565
99944,33574,99697,4,96,192,95,4,2,9,4,18,27,3,69,87669,593
207087,106064,217886,4,96,192,64,4,2,25,19,17,96,16,94,65785,2393
49498,24284,37036,4,96,192,64,4,2,25,19,17,96,16,43,70578,557
64303,27411,64443,4,96,192,64,4,2,25,19,17,96,16,56,70555,495
92686,39979,92756,4,96,192,64,4,2,25,19,17,96,16,67,71379,490
117863,50579,117895,4,96,192,64,4,2,25,19,17,96,16,74,72282,504
120581,46821,120291,4,96,192,82,4,2,30,5,21,80,20,79,75450,5302
20851,8866,21011,4,96,192,82,4,2,30,5,21,80,20,35,82841,684
36036,13069,36190,4,96,192,82,4,2,30,5,21,80,20,41,82501,633
53508,19937,53708,4,96,192,82,4,2,30,5,21,80,20,53,83579,602
70077,25329,70339,4,96,192,82,4,2,30,5,21,80,20,61,85512,596
159153,79889,174809,4,96,192,22,4,2,26,19,19,116,29,87,31064,5700
46563,21303,31206,4,96,192,22,4,2,26,19,19,116,29,36,31234,450
53576,23098,54380,4,96,192,22,4,2,26,19,19,116,29,37,31543,445
79937,34452,80718,4,96,192,22,4,2,26,19,19,116,29,47,31894,403
103070,45277,103644,4,96,192,22,4,2,26,19,19,116,29,56,32055,465
145648,57289,145528,4,96,192,55,4,2,4,4,5,36,6,76,43830,3115
25821,9028,25576,4,96,192,55,4,2,4,4,5,36,6,21,44868,286
41461,14811,41425,4,96,192,55,4,2,4,4,5,36,6,30,44426,211
58720,21687,58703,4,96,192,55,4,2,4,4,5,36,6,39,44222,193
74002,27310,73930,4,96,192,55,4,2,4,4,5,36,6,46,44732,200
175467,88557,187748,4,96,192,94,4,2,13,23,15,117,39,94,80304,1861
48226,17900,32937,4,96,192,94,4,2,13,23,15,117,39,46,94802,560
54512,23049,56200,4,96,192,94,4,2,13,23,15,117,39,56,94805,508
79019,33171,80617,4,96,192,94,4,2,13,23,15,117,39,68,94794,487
210548,100578,211389,4,96,192,86,4,2,30,16,12,52,13,94,73933,1548
35051,15584,35282,4,96,192,86,4,2,30,16,12,52,13,42,78967,502
59729,25604,60428,4,96,192,86,4,2,30,16,12,52,13,59,78377,388
85933,36922,86625,4,96,192,86,4,2,30,16,12,52,13,68,77818,384
108901,46747,109680,4,96,192,86,4,2,30,16,12,52,13,74,78392,448
169189,84222,172437,4,96,192,93,4,2,19,27,13,77,11,94,72274,2163
29207,11994,28489,4,96,192,93,4,2,19,27,13,77,11,38,83442,533
49538,20909,49842,4,96,192,93,4,2,19,27,13,77,11,53,82548,430
71436,30379,71755,4,96,192,93,4,2,19,27,13,77,11,65,81482,438
91411,39073,91715,4,96,192,93,4,2,19,27,13,77,11,72,81564,436
41964,18423,42121,4,96,192,4,4,2,7,25,5,70,7,35,11453,9777
7380,2906,7315,4,96,192,4,4,2,7,25,5,70,7,5,11371,144
13473,5537,13547,4,96,192,4,4,2,7,25,5,70,7,6,11465,127
20125,8335,20240,4,96,192,4,4,2,7,25,5,70,7,9,11567,163
26516,11068,26584,4,96,192,4,4,2,7,25,5,70,7,12,11581,194
107847,56925,110611,4,96,192,79,4,2,5,12,30,108,18,93,74544,6515
23700,12002,18537,4,96,192,79,4,2,5,12,30,108,18,36,84867,714
33853,14706,32763,4,96,192,79,4,2,5,12,30,108,18,37,83019,711
50848,23168,49967,4,96,192,79,4,2,5,12,30,108,18,49,84537,727
162804,82258,164169,4,96,192,40,4,2,20,15,7,81,9,88,42351,3474
27692,11793,27847,4,96,192,40,4,2,20,15,7,81,9,28,44607,299
47937,20485,48504,4,96,192,40,4,2,20,15,7,81,9,38,44079,242
68743,29360,69349,4,96,192,40,4,2,20,15,7,81,9,49,44561,209
87699,38360,88275,4,96,192,40,4,2,20,15,7,81,9,57,45592,198
245642,120484,256517,4,96,192,50,4,2,30,30,25,105,35,94,56398,2658
56716,24731,43981,4,96,192,50,4,2,30,30,25,105,35,49,60548,622
76445,33025,78054,4,96,192,50,4,2,30,30,25,105,35,58,60091,557
113457,50843,115200,4,96,192,50,4,2,30,30,25,105,35,69,60683,570
21056,8235,21331,4,96,192,6,4,2,11,15,26,80,10,30,13104,79086
4050,1939,3032,4,96,192,6,4,2,11,15,26,80,10,5,13036,976
6131,2531,5744,4,96,192,6,4,2,11,15,26,80,10,4,13026,829
9030,3767,8621,4,96,192,6,4,2,11,15,26,80,10,6,13222,601
11965,5056,11547,4,96,192,6,4,2,11,15,26,80,10,7,13319,483
241523,117990,240712,4,96,192,70,4,2,16,31,12,60,6,95,70058,1169
40529,16719,40250,4,96,192,70,4,2,16,31,12,60,6,41,76581,456
68731,28837,68913,4,96,192,70,4,2,16,31,12,60,6,58,76545,371
