% throughput ARFF file
@relation throughput

@attribute supervisors numeric
@attribute cpu numeric
@attribute memory numeric
@attribute workers numeric
@attribute onBoltNumber numeric
@attribute joinBoltNumber numeric
@attribute onBoltParallism numeric
@attribute joinBoltParallism numeric
@attribute spoutsParallism numeric
@attribute windowLength numeric
@attribute emitFrequency numeric
@attribute throughput numeric

@data
4,96,192,13,4,2,6,23,9,96,12,115788
4,96,192,12,4,2,19,31,6,70,14,179727
4,96,192,31,4,2,21,25,21,120,15,188446
4,96,192,55,4,2,5,14,9,80,10,170378
4,96,192,46,4,2,5,32,14,95,19,209296
4,96,192,4,4,2,27,17,10,90,15,35812
4,96,192,81,4,2,26,10,19,40,10,171830
4,96,192,21,4,2,8,27,26,78,26,189158
4,96,192,88,4,2,16,5,22,112,14,114189
4,96,192,76,4,2,8,19,13,63,21,198070
4,96,192,24,4,2,26,21,26,30,5,242552
4,96,192,91,4,2,29,18,24,64,8,153182
4,96,192,86,4,2,24,17,13,102,17,161529
4,96,192,52,4,2,29,16,21,40,10,274476
4,96,192,43,4,2,4,30,21,42,6,197715
4,96,192,43,4,2,12,30,27,90,10,208704
4,96,192,31,4,2,9,15,13,30,3,272907
4,96,192,9,4,2,6,15,4,88,11,87533
4,96,192,19,4,2,13,15,20,105,15,138433
4,96,192,15,4,2,24,7,19,90,10,69322
4,96,192,8,4,2,16,13,22,40,8,95795
4,96,192,50,4,2,32,25,21,55,11,238009
4,96,192,70,4,2,10,8,4,49,7,170355
4,96,192,22,4,2,19,18,15,105,21,163883
4,96,192,39,4,2,6,4,8,56,14,185630
4,96,192,57,4,2,24,17,27,98,14,151170
4,96,192,25,4,2,4,24,11,98,14,190397
4,96,192,7,4,2,6,25,4,115,23,75682
4,96,192,11,4,2,10,18,12,70,7,98394
4,96,192,73,4,2,8,11,5,50,10,220542
4,96,192,85,4,2,6,19,23,111,37,182463
4,96,192,57,4,2,4,16,26,90,10,167139
4,96,192,6,4,2,22,24,11,54,6,83490
4,96,192,37,4,2,8,14,20,36,6,254992
4,96,192,91,4,2,32,21,23,49,7,172441
4,96,192,64,4,2,28,6,9,30,6,215874
4,96,192,50,4,2,16,5,9,100,10,77706
4,96,192,9,4,2,16,10,22,42,6,74346
4,96,192,18,4,2,6,12,5,116,29,121027
4,96,192,83,4,2,10,10,11,72,18,165930
4,96,192,79,4,2,13,14,23,100,20,149555
4,96,192,65,4,2,21,21,18,110,11,199258
4,96,192,27,4,2,10,23,15,88,11,205111
4,96,192,37,4,2,28,16,27,72,12,227779
4,96,192,72,4,2,25,8,32,64,8,207106
4,96,192,33,4,2,28,24,13,30,6,256907
4,96,192,10,4,2,19,23,18,60,6,91807
4,96,192,27,4,2,29,29,17,64,16,247494
4,96,192,23,4,2,17,25,6,111,37,171971
4,96,192,87,4,2,29,23,4,50,5,169618
4,96,192,46,4,2,31,5,11,65,13,95814
4,96,192,63,4,2,26,20,29,105,35,190554
4,96,192,87,4,2,28,9,22,80,8,143083
4,96,192,39,4,2,13,12,17,91,13,152468
4,96,192,49,4,2,27,27,5,108,12,202991
4,96,192,81,4,2,9,19,13,90,10,177903
4,96,192,24,4,2,6,29,32,108,36,159181
4,96,192,43,4,2,28,28,11,48,8,276992
4,96,192,15,4,2,16,12,12,36,9,220019
4,96,192,20,4,2,25,12,14,90,10,115864
4,96,192,82,4,2,6,16,21,112,16,148426
4,96,192,24,4,2,29,20,19,36,4,232734
4,96,192,8,4,2,28,11,4,30,5,172359
4,96,192,34,4,2,7,6,17,80,8,125282
4,96,192,96,4,2,5,9,17,45,5,171261
4,96,192,29,4,2,17,20,17,95,19,198674
4,96,192,71,4,2,19,30,4,110,11,194976
4,96,192,13,4,2,13,21,6,80,16,148138
4,96,192,45,4,2,17,25,32,54,6,218810
4,96,192,73,4,2,13,16,19,88,11,173324
4,96,192,21,4,2,32,17,28,80,16,168942
4,96,192,8,4,2,32,27,22,78,13,63462
4,96,192,5,4,2,8,32,27,30,5,16835
4,96,192,80,4,2,16,24,30,50,5,193470
4,96,192,10,4,2,26,5,4,105,15,82804
4,96,192,11,4,2,22,24,31,65,13,82249
4,96,192,90,4,2,15,20,19,77,11,166181
4,96,192,37,4,2,20,14,18,56,14,239272
4,96,192,44,4,2,18,28,27,90,10,215317
4,96,192,88,4,2,25,14,31,80,20,198884
4,96,192,63,4,2,15,11,12,36,4,205757
4,96,192,82,4,2,4,24,22,50,10,164148
4,96,192,24,4,2,7,22,21,45,9,266494
4,96,192,44,4,2,4,26,12,64,16,231209
4,96,192,13,4,2,8,24,21,56,7,120207
4,96,192,16,4,2,16,10,25,27,3,190269
4,96,192,95,4,2,9,27,15,117,13,154303
4,96,192,20,4,2,23,7,17,44,11,214755
4,96,192,82,4,2,15,29,8,60,6,201328
4,96,192,92,4,2,17,14,11,55,11,167041
4,96,192,21,4,2,18,17,15,39,13,246812
4,96,192,70,4,2,9,11,10,39,13,222731
4,96,192,94,4,2,10,6,11,54,6,174499
4,96,192,47,4,2,26,12,32,56,8,240025
4,96,192,67,4,2,24,22,23,91,13,219729
4,96,192,8,4,2,11,27,4,99,33,95235
4,96,192,8,4,2,14,27,14,99,11,52658
4,96,192,5,4,2,17,15,7,70,10,57965
4,96,192,67,4,2,4,8,18,48,8,170038
4,96,192,81,4,2,28,24,20,35,5,211016
4,96,192,32,4,2,14,11,23,77,11,216748
4,96,192,56,4,2,11,25,23,56,7,211205
4,96,192,90,4,2,22,32,20,30,5,189135
4,96,192,24,4,2,25,28,18,56,7,224958
4,96,192,71,4,2,28,30,30,54,6,203934
4,96,192,52,4,2,11,14,21,56,7,233352
4,96,192,43,4,2,25,4,8,44,11,197413
4,96,192,26,4,2,23,12,25,63,9,132760
4,96,192,78,4,2,27,9,14,72,18,196056
4,96,192,55,4,2,29,9,28,30,3,216270
4,96,192,30,4,2,30,7,10,54,9,128587
4,96,192,32,4,2,22,18,31,50,5,198893
4,96,192,95,4,2,26,8,19,36,6,157904
4,96,192,57,4,2,12,12,30,104,26,184861
4,96,192,89,4,2,22,23,6,80,8,183688
4,96,192,8,4,2,18,13,8,72,24,102950
4,96,192,12,4,2,24,5,4,88,11,66620
4,96,192,9,4,2,13,27,21,108,12,52431
4,96,192,15,4,2,18,30,19,70,10,162670
4,96,192,38,4,2,9,21,31,66,22,223956
4,96,192,90,4,2,23,20,15,44,11,186421
4,96,192,28,4,2,22,6,29,54,6,127862
4,96,192,33,4,2,10,24,29,92,23,231496
4,96,192,9,4,2,20,22,20,78,26,86043
4,96,192,42,4,2,8,32,23,60,6,233708
4,96,192,96,4,2,22,24,4,98,14,179847
4,96,192,42,4,2,26,30,10,49,7,257790
4,96,192,92,4,2,23,15,32,40,4,172699
4,96,192,52,4,2,25,30,12,56,7,238146
4,96,192,75,4,2,25,31,11,48,12,223889
4,96,192,87,4,2,12,10,14,36,6,162935
4,96,192,71,4,2,9,26,14,80,16,209899
4,96,192,78,4,2,25,31,4,44,11,183356
4,96,192,7,4,2,19,19,11,78,13,78054
4,96,192,32,4,2,23,21,23,117,13,151875
4,96,192,93,4,2,30,15,32,81,9,189875
4,96,192,35,4,2,5,12,30,65,13,178791
4,96,192,51,4,2,25,22,14,63,7,215084
4,96,192,89,4,2,9,10,14,78,26,165366
4,96,192,54,4,2,28,5,9,90,10,105897
4,96,192,95,4,2,13,7,22,60,20,161928
4,96,192,34,4,2,17,10,11,55,11,174862
4,96,192,87,4,2,24,4,17,104,13,53817
4,96,192,59,4,2,19,31,13,108,18,206203
4,96,192,67,4,2,16,23,12,55,11,238960
4,96,192,59,4,2,26,7,25,36,4,226478
4,96,192,10,4,2,31,18,28,70,10,65461
4,96,192,56,4,2,11,12,21,30,10,259508
4,96,192,26,4,2,8,21,5,72,9,223968
4,96,192,5,4,2,25,6,26,100,10,14986
4,96,192,95,4,2,18,11,25,42,6,155671
4,96,192,87,4,2,13,18,9,70,10,199786
4,96,192,40,4,2,31,28,15,66,11,248404
4,96,192,64,4,2,21,32,11,40,8,236279
4,96,192,85,4,2,29,11,22,76,19,180546
4,96,192,30,4,2,20,22,15,70,7,227781
4,96,192,96,4,2,18,10,30,48,16,159333
4,96,192,33,4,2,12,24,17,65,13,252157
4,96,192,61,4,2,20,26,17,116,29,228564
4,96,192,69,4,2,4,12,9,40,4,195129
4,96,192,82,4,2,13,17,15,40,5,181833
4,96,192,7,4,2,15,7,22,110,22,48726
4,96,192,69,4,2,13,19,17,90,9,184820
4,96,192,6,4,2,19,15,17,55,11,68907
4,96,192,24,4,2,30,29,6,80,10,207109
4,96,192,66,4,2,11,22,24,90,18,209722
4,96,192,61,4,2,30,32,20,90,15,230112
4,96,192,62,4,2,24,17,14,90,15,210815
4,96,192,13,4,2,26,8,31,36,6,113433
4,96,192,77,4,2,27,9,16,63,21,192162
4,96,192,24,4,2,21,24,22,98,14,187111
4,96,192,19,4,2,20,15,9,96,32,177287
4,96,192,89,4,2,15,26,22,42,6,178178
4,96,192,63,4,2,26,28,26,66,11,209698
4,96,192,88,4,2,4,17,9,56,14,184216
4,96,192,56,4,2,10,15,27,72,12,198786
4,96,192,38,4,2,6,6,15,32,4,181515
4,96,192,6,4,2,14,20,9,112,16,47207
4,96,192,12,4,2,8,17,5,105,21,117031
4,96,192,81,4,2,29,8,22,75,25,164254
4,96,192,93,4,2,14,5,26,105,21,134847
4,96,192,13,4,2,18,22,19,30,10,223538
4,96,192,52,4,2,11,12,21,32,4,238908
4,96,192,21,4,2,15,27,16,75,25,199312
4,96,192,64,4,2,31,20,15,84,12,221652
4,96,192,50,4,2,32,28,8,63,7,251644
4,96,192,4,4,2,15,21,4,45,5,64445
4,96,192,70,4,2,25,29,32,77,11,207093
4,96,192,51,4,2,25,15,23,68,17,236108
4,96,192,10,4,2,18,23,5,50,5,134676
4,96,192,38,4,2,10,14,31,49,7,234045
4,96,192,7,4,2,8,18,29,54,6,35766
4,96,192,33,4,2,20,10,6,36,4,213996
4,96,192,64,4,2,7,9,18,32,4,203259
4,96,192,13,4,2,29,29,21,100,20,97530
4,96,192,26,4,2,15,17,31,40,4,208114
4,96,192,59,4,2,14,5,31,90,10,110459
4,96,192,4,4,2,7,13,4,115,23,38611
4,96,192,51,4,2,16,20,16,75,15,246793
4,96,192,50,4,2,5,16,30,40,8,205121
4,96,192,78,4,2,22,32,27,54,6,212384
4,96,192,8,4,2,20,24,20,32,4,116559
4,96,192,16,4,2,32,8,15,50,5,74387
4,96,192,73,4,2,10,13,14,63,9,185035
4,96,192,16,4,2,20,32,15,100,25,157039
4,96,192,90,4,2,14,12,6,96,16,177581
4,96,192,49,4,2,21,29,30,66,22,267737
4,96,192,5,4,2,8,26,19,90,15,30403
4,96,192,6,4,2,10,23,26,42,6,27766
4,96,192,55,4,2,24,32,30,78,13,214829
4,96,192,18,4,2,9,32,21,112,14,132744
4,96,192,16,4,2,29,28,7,54,6,214044
4,96,192,30,4,2,30,26,24,70,10,229478
4,96,192,23,4,2,9,12,19,117,13,97843
4,96,192,15,4,2,7,19,13,91,13,103500
4,96,192,8,4,2,9,24,27,63,7,55717
4,96,192,70,4,2,17,23,23,48,12,233707
4,96,192,22,4,2,11,22,32,90,9,154718
4,96,192,50,4,2,26,10,29,28,4,234808
4,96,192,8,4,2,29,27,5,90,10,75583
4,96,192,91,4,2,30,18,22,110,11,144138
4,96,192,86,4,2,27,16,27,90,10,166159
4,96,192,81,4,2,31,20,29,108,27,218388
4,96,192,65,4,2,18,18,6,32,8,231414
4,96,192,85,4,2,15,15,19,80,8,159013
4,96,192,75,4,2,9,10,4,40,4,202232
4,96,192,38,4,2,26,9,7,108,27,115608
4,96,192,59,4,2,24,18,30,119,17,146783
4,96,192,6,4,2,10,30,5,80,8,72813
4,96,192,29,4,2,30,24,21,112,14,174990
4,96,192,37,4,2,10,26,31,63,21,235355
4,96,192,68,4,2,31,13,8,45,5,236230
4,96,192,56,4,2,8,27,30,75,25,227563
4,96,192,87,4,2,7,9,6,28,4,206679
4,96,192,15,4,2,16,4,16,36,12,149085
4,96,192,45,4,2,5,32,27,49,7,199935
4,96,192,66,4,2,27,14,18,117,13,163336
4,96,192,6,4,2,16,18,13,98,14,43584
4,96,192,49,4,2,4,16,11,64,8,191774
4,96,192,74,4,2,31,23,22,60,12,228337
4,96,192,33,4,2,29,16,10,80,16,211234
4,96,192,15,4,2,20,22,22,40,4,175561
4,96,192,69,4,2,10,17,17,88,22,215833
4,96,192,36,4,2,27,15,7,50,5,247775
4,96,192,39,4,2,5,22,9,78,13,253736
4,96,192,28,4,2,24,29,21,68,17,246543
4,96,192,74,4,2,28,14,25,98,14,198750
4,96,192,39,4,2,5,10,16,54,6,204829
4,96,192,61,4,2,29,12,28,40,5,225474
4,96,192,94,4,2,13,27,27,56,14,169684
4,96,192,85,4,2,26,27,24,100,25,206252
4,96,192,96,4,2,18,26,25,42,14,167284
4,96,192,43,4,2,27,26,28,92,23,215420
4,96,192,67,4,2,30,25,29,40,8,224650
4,96,192,83,4,2,27,29,6,90,10,192909
4,96,192,86,4,2,26,4,25,36,4,147070
4,96,192,47,4,2,11,29,18,70,7,241654
4,96,192,59,4,2,15,20,32,30,3,223393
4,96,192,53,4,2,30,9,12,92,23,177469
4,96,192,89,4,2,32,21,30,33,11,203278
4,96,192,40,4,2,19,27,7,99,33,241581
4,96,192,66,4,2,18,23,9,63,7,245665
4,96,192,86,4,2,9,13,4,44,11,185143
4,96,192,83,4,2,10,17,20,48,6,164658
4,96,192,67,4,2,8,26,19,95,19,189766
4,96,192,88,4,2,18,29,21,112,14,190383
4,96,192,17,4,2,25,27,10,40,10,217246
4,96,192,40,4,2,21,26,5,33,11,259309
4,96,192,55,4,2,18,20,24,81,9,203978
4,96,192,9,4,2,4,22,12,96,16,78469
4,96,192,9,4,2,10,19,11,81,9,81513
4,96,192,81,4,2,8,16,4,98,14,175235
4,96,192,86,4,2,9,4,20,50,5,158875
4,96,192,43,4,2,29,15,13,36,4,246037
4,96,192,11,4,2,21,25,32,70,10,61507
4,96,192,83,4,2,17,15,29,105,15,166868
4,96,192,68,4,2,23,21,12,72,9,215564
4,96,192,68,4,2,23,26,20,54,6,217744
4,96,192,79,4,2,8,25,13,105,21,197723
4,96,192,39,4,2,15,16,24,30,5,268184
4,96,192,93,4,2,14,22,31,114,19,158134
4,96,192,83,4,2,28,16,28,50,5,196312
4,96,192,58,4,2,7,32,31,56,14,237911
4,96,192,74,4,2,22,28,11,56,8,242156
4,96,192,10,4,2,12,11,11,99,11,61808
4,96,192,31,4,2,27,28,22,98,14,227734
4,96,192,28,4,2,25,12,12,100,10,119551
4,96,192,33,4,2,21,16,5,78,26,224699
4,96,192,76,4,2,27,12,28,27,3,215499
4,96,192,88,4,2,17,30,26,96,12,184263
4,96,192,68,4,2,31,6,24,50,5,209778
4,96,192,24,4,2,26,22,13,24,3,267614
4,96,192,8,4,2,23,20,7,35,7,182383
4,96,192,14,4,2,29,28,15,27,3,219155
4,96,192,96,4,2,29,18,10,48,6,203566
4,96,192,26,4,2,5,10,21,51,17,205141
4,96,192,66,4,2,29,25,32,32,8,240063
4,96,192,56,4,2,5,30,27,42,6,221441
4,96,192,67,4,2,29,31,18,90,15,230617
4,96,192,17,4,2,12,26,14,40,5,210072
4,96,192,77,4,2,7,28,27,104,13,192563
4,96,192,49,4,2,20,29,19,88,22,256210
4,96,192,17,4,2,10,11,15,78,26,105122
4,96,192,41,4,2,26,19,14,60,6,260740
4,96,192,61,4,2,4,32,10,48,6,197925
4,96,192,33,4,2,4,6,16,72,12,154387
4,96,192,29,4,2,28,23,14,110,22,190770
4,96,192,81,4,2,14,4,22,30,5,209279
4,96,192,71,4,2,11,6,31,110,11,117335
4,96,192,87,4,2,10,4,24,54,9,151434
4,96,192,5,4,2,20,26,26,98,14,14687
4,96,192,64,4,2,4,10,25,32,4,182630
4,96,192,31,4,2,6,13,13,48,8,248984
4,96,192,67,4,2,22,19,28,84,12,201952
4,96,192,13,4,2,21,5,27,60,6,56245
4,96,192,93,4,2,28,18,29,40,5,180650
4,96,192,7,4,2,10,18,9,54,9,95618
4,96,192,55,4,2,16,29,19,76,19,252636
4,96,192,64,4,2,21,23,28,40,5,222127
4,96,192,7,4,2,18,6,4,100,20,70328
4,96,192,20,4,2,12,30,23,76,19,141762
4,96,192,43,4,2,9,9,10,60,6,142595
4,96,192,49,4,2,25,32,16,90,10,225611
4,96,192,39,4,2,25,29,18,75,15,275645
4,96,192,92,4,2,21,8,19,56,7,131719
4,96,192,70,4,2,24,6,23,72,8,170080
4,96,192,43,4,2,28,16,17,27,3,248121
4,96,192,27,4,2,29,13,16,40,4,208374
4,96,192,36,4,2,27,21,24,50,5,235120
4,96,192,37,4,2,19,5,5,56,7,126898
4,96,192,72,4,2,32,14,25,45,5,221849
4,96,192,27,4,2,30,5,11,108,12,83844
4,96,192,15,4,2,29,8,5,32,4,205308
4,96,192,38,4,2,11,25,20,70,7,237421
4,96,192,9,4,2,27,25,17,32,4,129856
4,96,192,96,4,2,9,18,7,36,4,189267
4,96,192,11,4,2,14,6,21,102,17,57209
4,96,192,93,4,2,5,11,13,100,20,170538
4,96,192,30,4,2,14,12,29,80,8,128991
4,96,192,37,4,2,16,24,32,48,8,237389
4,96,192,71,4,2,8,12,17,63,9,167418
4,96,192,90,4,2,21,12,21,49,7,180683
4,96,192,56,4,2,7,12,27,42,6,242127
4,96,192,95,4,2,4,26,32,78,13,138803
4,96,192,58,4,2,32,18,13,72,18,228674
4,96,192,5,4,2,11,5,14,72,12,45702
4,96,192,82,4,2,31,16,19,33,11,214595
4,96,192,54,4,2,20,23,29,48,6,255786
4,96,192,22,4,2,30,10,16,65,13,150187
4,96,192,65,4,2,14,23,15,52,13,236087
4,96,192,17,4,2,8,11,28,65,13,118085
4,96,192,29,4,2,21,9,21,48,8,183141
4,96,192,20,4,2,12,21,11,96,12,121051
4,96,192,81,4,2,9,14,30,75,15,172896
4,96,192,60,4,2,21,20,5,60,10,213508
4,96,192,64,4,2,19,8,6,64,8,110652
4,96,192,52,4,2,28,16,11,102,17,157396
4,96,192,61,4,2,31,28,15,45,5,257154
4,96,192,86,4,2,24,5,27,50,10,163721
4,96,192,89,4,2,27,31,17,114,38,172332
4,96,192,35,4,2,30,16,6,81,27,234190
4,96,192,9,4,2,19,6,8,84,12,64472
4,96,192,74,4,2,26,17,26,63,9,198543
4,96,192,92,4,2,25,23,4,117,13,166194
4,96,192,21,4,2,24,7,14,72,9,82750
4,96,192,62,4,2,32,30,10,110,11,188554
4,96,192,13,4,2,24,14,25,36,9,188460
4,96,192,46,4,2,28,12,8,75,15,177202
4,96,192,61,4,2,17,27,26,108,18,197215
4,96,192,76,4,2,9,30,22,30,3,207189
4,96,192,38,4,2,20,20,20,77,11,236671
4,96,192,35,4,2,15,14,22,42,6,242978
4,96,192,4,4,2,8,11,16,80,16,24970
4,96,192,23,4,2,14,19,32,36,9,233240
4,96,192,89,4,2,10,26,15,104,13,176972
4,96,192,16,4,2,25,11,18,69,23,153242
4,96,192,7,4,2,22,23,28,50,10,42310
4,96,192,34,4,2,14,16,31,108,12,122558
4,96,192,7,4,2,21,20,19,64,16,73029
4,96,192,81,4,2,11,28,14,56,7,199957
4,96,192,4,4,2,23,30,11,90,15,35580
4,96,192,17,4,2,12,24,19,56,8,172724
4,96,192,55,4,2,15,8,27,105,15,138336
4,96,192,64,4,2,10,30,15,56,8,233360
4,96,192,28,4,2,4,32,12,114,38,206499
4,96,192,70,4,2,29,4,30,50,10,175083
4,96,192,59,4,2,10,15,22,108,36,205606
4,96,192,4,4,2,27,28,6,40,4,65981
4,96,192,21,4,2,22,19,5,88,11,180712
4,96,192,38,4,2,27,23,6,84,21,248838
4,96,192,47,4,2,18,15,6,32,4,262361
4,96,192,6,4,2,27,10,13,95,19,47353
4,96,192,23,4,2,15,9,6,64,16,155253
4,96,192,34,4,2,12,6,7,48,16,177269
4,96,192,26,4,2,6,28,22,60,6,170186
4,96,192,58,4,2,23,18,13,108,18,203681
4,96,192,69,4,2,31,23,32,60,20,227676
4,96,192,66,4,2,4,18,17,36,9,193271
4,96,192,10,4,2,28,9,5,56,7,130850
4,96,192,77,4,2,16,12,19,69,23,189052
4,96,192,86,4,2,22,27,17,98,14,184170
4,96,192,22,4,2,9,19,5,120,30,167888
4,96,192,25,4,2,28,18,7,49,7,238312
4,96,192,54,4,2,19,28,18,81,9,225705
4,96,192,70,4,2,12,17,28,45,5,196097
4,96,192,91,4,2,24,32,8,36,4,204988
4,96,192,91,4,2,27,25,25,48,8,175891
4,96,192,28,4,2,25,29,15,72,8,189669
4,96,192,86,4,2,5,26,7,85,17,199361
4,96,192,96,4,2,30,6,24,90,10,94934
4,96,192,37,4,2,8,22,22,72,12,248596
4,96,192,22,4,2,11,4,26,100,10,73680
4,96,192,87,4,2,15,4,24,65,13,152903
4,96,192,39,4,2,25,17,15,84,21,227826
4,96,192,49,4,2,5,31,4,63,7,204375
4,96,192,45,4,2,30,13,11,52,13,228031
4,96,192,25,4,2,7,32,9,63,21,252605
4,96,192,46,4,2,29,12,26,60,6,216885
4,96,192,81,4,2,26,10,29,54,18,193054
4,96,192,18,4,2,32,31,15,84,12,136815
4,96,192,59,4,2,31,19,14,80,20,211709
4,96,192,27,4,2,12,24,32,84,12,209938
4,96,192,63,4,2,13,6,9,42,6,218898
4,96,192,72,4,2,8,19,23,77,11,200732
4,96,192,64,4,2,14,14,14,36,4,223146
4,96,192,61,4,2,12,18,6,36,9,240626
4,96,192,77,4,2,6,26,12,116,29,177934
4,96,192,72,4,2,32,30,25,60,10,214635
4,96,192,27,4,2,25,27,27,70,7,219304
4,96,192,58,4,2,25,8,12,84,21,139757
4,96,192,59,4,2,13,17,20,90,18,219131
4,96,192,73,4,2,32,18,21,80,20,231920
4,96,192,87,4,2,20,27,9,90,30,193490
4,96,192,57,4,2,27,22,15,48,16,247941
4,96,192,74,4,2,25,31,24,56,7,216694
4,96,192,88,4,2,10,6,28,105,15,133679
4,96,192,57,4,2,10,25,25,108,12,193696
4,96,192,30,4,2,13,8,21,24,3,237559
4,96,192,68,4,2,15,4,26,28,7,199976
4,96,192,38,4,2,9,16,31,63,21,223204
4,96,192,71,4,2,21,23,27,60,15,219049
4,96,192,74,4,2,18,27,9,50,5,209761
4,96,192,50,4,2,22,27,25,100,20,217829
4,96,192,53,4,2,14,30,8,54,6,256477
4,96,192,69,4,2,6,6,10,56,14,190663


