% ARFF file
@relation stormSample

@attribute dataRate numeric
@attribute supervisors numeric
@attribute cpucores numeric
@attribute memory numeric
@attribute workers numeric
@attribute spouts numeric
@attribute bolts numeric
@attribute cpu_used numeric
@attribute memory_used numeric

@data
184,3,4,4,8,19,23,2,1720
3160,3,4,4,8,19,23,7,1779
2463,3,4,4,10,15,23,19,2220
8158,3,4,4,10,15,23,20,2623
4760,3,4,4,10,15,23,15,2842
4296,3,4,4,10,15,23,12,2607
10252,3,4,4,10,15,23,21,2836
2177,3,4,4,7,19,31,7,1187
5491,3,4,4,7,19,31,15,1216
12788,3,4,4,7,19,31,27,1425
5843,3,4,4,7,19,31,15,1340
12258,3,4,4,7,19,31,26,1479
2675,3,4,4,4,29,17,7,790
7714,3,4,4,4,29,17,14,928
513,3,4,4,4,29,17,2,941
1322,3,4,4,4,29,17,3,930
1523,3,4,4,4,29,17,4,888
2010,3,4,4,7,13,14,9,1880
29512,3,4,4,7,13,14,50,2272
3509,3,4,4,7,13,14,19,2422
13425,3,4,4,7,13,14,25,2428
11224,3,4,4,7,13,14,26,2557
2176,3,4,4,5,14,12,6,1169
12474,3,4,4,5,14,12,26,1463
14240,3,4,4,5,14,12,26,1527
6646,3,4,4,5,14,12,14,1388
18845,3,4,4,5,14,12,39,1590
2161,3,4,4,10,11,18,13,2161
7823,3,4,4,10,11,18,16,2431
18786,3,4,4,10,11,18,33,2452
354,3,4,4,10,11,18,11,2380
13737,3,4,4,10,11,18,22,2691
2816,3,4,4,10,19,4,23,2255
18861,3,4,4,10,19,4,39,2719
5293,3,4,4,10,19,4,22,2965
6463,3,4,4,10,19,4,16,2751
2863,3,4,4,10,19,4,10,2643
1997,3,4,4,8,12,11,14,1826
679,3,4,4,8,12,11,4,1942
33049,3,4,4,8,12,11,65,2213
3721,3,4,4,8,12,11,25,2576
11030,3,4,4,8,12,11,15,2587
1776,3,4,4,7,13,14,5,1177
26866,3,4,4,7,13,14,43,1371
2449,3,4,4,7,13,14,6,1330
11685,3,4,4,7,13,14,20,1443
9166,3,4,4,7,13,14,16,1460
1203,3,4,4,7,7,18,11,1792
1571,3,4,4,7,7,18,5,1839
20033,3,4,4,7,7,18,67,2190
11956,3,4,4,7,7,18,42,2533
11702,3,4,4,7,7,18,24,2557
403,3,4,4,9,4,24,4,1316
8974,3,4,4,9,4,24,27,1259
18509,3,4,4,9,4,24,53,1477
15579,3,4,4,9,4,24,48,1398
15814,3,4,4,9,4,24,49,1431
3456,3,4,4,10,23,29,28,2304
18680,3,4,4,10,23,29,40,2774
21063,3,4,4,10,23,29,51,3062
5528,3,4,4,10,23,29,25,3133
10267,3,4,4,10,23,29,26,2942
1271,3,4,4,7,10,26,4,1265
13059,3,4,4,7,10,26,21,1456
1532,3,4,4,7,10,26,5,1508
6826,3,4,4,7,10,26,13,1494
18384,3,4,4,7,10,26,32,1500
3956,3,4,4,12,27,28,16,2084
643,3,4,4,12,27,28,6,2016
55734,3,4,4,12,27,28,82,2576
6716,3,4,4,12,27,28,36,2984
4749,3,4,4,12,27,28,15,3023
993,3,4,4,7,7,14,3,1070
10595,3,4,4,7,7,14,22,1175
5647,3,4,4,7,7,14,11,1302
34349,3,4,4,7,7,14,52,1412
50959,3,4,4,7,7,14,69,1492
810,3,4,4,7,7,18,4,1105
1052,3,4,4,7,7,18,3,1019
47016,3,4,4,7,7,18,61,1431
8583,3,4,4,7,7,18,19,1545
8159,3,4,4,7,7,18,14,1544
808,3,4,4,7,7,18,3,1036
1052,3,4,4,7,7,18,3,962
45042,3,4,4,7,7,18,60,1354
8653,3,4,4,7,7,18,16,1456
7777,3,4,4,7,7,18,15,1464
1643,3,4,4,10,15,23,8,1497
5375,3,4,4,10,15,23,19,1769
3386,3,4,4,10,15,23,9,1902
2802,3,4,4,10,15,23,8,1842
6997,3,4,4,10,15,23,15,1907
3248,3,4,4,9,25,27,13,1592
2107,3,4,4,9,25,27,8,1628
5203,3,4,4,9,25,27,16,1730
7274,3,4,4,9,25,27,15,1844
16117,3,4,4,9,25,27,36,1869
424,3,4,4,8,4,10,4,1356
2352,3,4,4,8,4,10,9,1108
27409,3,4,4,8,4,10,77,1695
13743,3,4,4,8,4,10,46,1688
18781,3,4,4,8,4,10,53,1679
1614,3,4,4,8,12,11,7,1549
508,3,4,4,8,12,11,3,1472
37468,3,4,4,8,12,11,84,1942
2255,3,4,4,8,12,11,9,2050
9143,3,4,4,8,12,11,22,2085
1485,3,4,4,10,11,18,6,1549
4761,3,4,4,10,11,18,14,1707
11682,3,4,4,10,11,18,31,1459
30,3,4,4,10,11,18,2,1585
8474,3,4,4,10,11,18,19,1878
2046,3,4,4,10,15,23,8,1636
6950,3,4,4,10,15,23,17,1850
4060,3,4,4,10,15,23,11,1854
3489,3,4,4,10,15,23,7,1792
8466,3,4,4,10,15,23,19,1957
1279,3,4,4,10,9,21,14,2146
1898,3,4,4,10,9,21,7,2051
10766,3,4,4,10,9,21,24,2409
28760,3,4,4,10,9,21,72,2859
13777,3,4,4,10,9,21,52,2874
2077,3,4,4,12,16,22,11,1915
33712,3,4,4,12,16,22,76,2166
764,3,4,4,12,16,22,7,2223
6089,3,4,4,12,16,22,16,2136
9132,3,4,4,12,16,22,24,2153
896,3,4,4,11,7,23,6,1692
26750,3,4,4,11,7,23,76,2097
24794,3,4,4,11,7,23,72,2233
21779,3,4,4,11,7,23,63,2314
15744,3,4,4,11,7,23,49,2339
3939,3,4,4,8,26,29,23,1911
17540,3,4,4,8,26,29,36,2277
14546,3,4,4,8,26,29,35,2478
14872,3,4,4,8,26,29,32,2474
1622,3,4,4,8,26,29,11,2491
2347,3,4,4,12,17,10,10,1863
2543,3,4,4,12,17,10,7,1829
32149,3,4,4,12,17,10,91,2480
8375,3,4,4,12,17,10,10,2660
3230,3,4,4,9,25,27,13,1465
2118,3,4,4,9,25,27,7,1579
5202,3,4,4,9,25,27,16,1737
7274,3,4,4,9,25,27,22,1774
16199,3,4,4,9,25,27,36,1804
2401,3,4,4,8,23,25,8,1237
4126,3,4,4,8,23,25,19,1298
8091,3,4,4,8,23,25,19,1398
7302,3,4,4,8,23,25,14,1506
3330,3,4,4,8,23,25,5,1509
794,3,4,4,9,4,24,12,1671
17383,3,4,4,9,4,24,24,1883
36027,3,4,4,9,4,24,51,2095
31701,3,4,4,9,4,24,54,2102
31675,3,4,4,9,4,24,51,2115
1663,3,4,4,5,10,32,10,1623
1679,3,4,4,5,10,32,5,1555
17002,3,4,4,5,10,32,30,1881
36110,3,4,4,5,10,32,59,2100
25507,3,4,4,5,10,32,53,2229
4684,3,4,4,5,28,5,12,1228
4691,3,4,4,5,28,5,18,1513
6781,3,4,4,5,28,5,17,1624
5933,3,4,4,5,28,5,16,1605
4717,3,4,4,5,28,5,8,1565
1638,3,4,4,9,11,7,12,1896
14495,3,4,4,9,11,7,26,2070
12129,3,4,4,9,11,7,25,2266
16083,3,4,4,9,11,7,29,2342
20500,3,4,4,9,11,7,38,2350
2801,3,4,4,10,23,29,12,1662
14460,3,4,4,10,23,29,40,1993
17057,3,4,4,10,23,29,37,2083
4056,3,4,4,10,23,29,14,2125
7899,3,4,4,10,23,29,23,1897
3595,3,4,4,11,25,24,17,1971
8234,3,4,4,11,25,24,25,2352
7286,3,4,4,11,25,24,20,2561
7522,3,4,4,11,25,24,19,2597
942,3,4,4,11,25,24,6,2657
2393,3,4,4,8,26,29,10,1210
10947,3,4,4,8,26,29,26,1340
8695,3,4,4,8,26,29,20,1419
9058,3,4,4,8,26,29,23,1367
754,3,4,4,8,26,29,3,1308
1495,3,4,4,10,11,18,6,1471
4762,3,4,4,10,11,18,12,1635
11833,3,4,4,10,11,18,30,1345
30,3,4,4,10,11,18,2,1605
8475,3,4,4,10,11,18,15,1806
1300,3,4,4,10,9,21,5,1451
1895,3,4,4,10,9,21,6,1265
10898,3,4,4,10,9,21,22,1862
39465,3,4,4,10,9,21,67,1954
13859,3,4,4,10,9,21,32,1846
1706,3,4,4,5,10,32,6,1133
1708,3,4,4,5,10,32,5,1038
19854,3,4,4,5,10,32,40,1527
37333,3,4,4,5,10,32,65,1645
26203,3,4,4,5,10,32,48,1772
2797,3,4,4,10,23,29,12,1498
14585,3,4,4,10,23,29,33,1925
17338,3,4,4,10,23,29,35,2019
3756,3,4,4,10,23,29,13,2052
7707,3,4,4,10,23,29,21,1698
2798,3,4,4,6,23,19,10,1184
6095,3,4,4,6,23,19,10,1375
7312,3,4,4,6,23,19,25,1471
2976,3,4,4,6,23,19,10,1507
7050,3,4,4,6,23,19,18,1484
2780,3,4,4,4,29,17,7,854
7387,3,4,4,4,29,17,20,1035
681,3,4,4,4,29,17,2,1063
1416,3,4,4,4,29,17,3,1039
1667,3,4,4,4,29,17,4,1056
1205,3,4,4,8,12,11,5,1179
381,3,4,4,8,12,11,2,1151
50462,3,4,4,8,12,11,65,1420
2029,3,4,4,8,12,11,5,1484
7068,3,4,4,8,12,11,19,1515
1348,3,4,4,7,7,14,7,1895
15452,3,4,4,7,7,14,26,2028
8700,3,4,4,7,7,14,20,2212
36502,3,4,4,7,7,14,65,2409
17908,3,4,4,7,7,14,87,2546
900,3,4,4,11,7,23,4,1329
32350,3,4,4,11,7,23,63,1614
31203,3,4,4,11,7,23,61,1726
28282,3,4,4,11,7,23,51,1788
17946,3,4,4,11,7,23,38,1863
2669,3,4,4,12,17,10,14,2349
2497,3,4,4,12,17,10,9,2434
61761,3,4,4,12,17,10,73,2775
3525,3,4,4,12,17,10,29,3162
2515,3,4,4,12,17,10,7,3116
4583,3,4,4,5,28,5,15,1770
5439,3,4,4,5,28,5,18,1891
6353,3,4,4,5,28,5,19,2141
6094,3,4,4,5,28,5,15,2131
4949,3,4,4,5,28,5,9,2067
3237,3,4,4,6,23,19,10,1173
6982,3,4,4,6,23,19,14,1442
8274,3,4,4,6,23,19,24,1550
3599,3,4,4,6,23,19,9,1564
8322,3,4,4,6,23,19,16,1525
1706,3,4,4,7,10,26,12,1989
17129,3,4,4,7,10,26,31,2311
2197,3,4,4,7,10,26,18,2531
8727,3,4,4,7,10,26,16,2482
21869,3,4,4,7,10,26,45,2509
3117,3,4,4,7,25,24,10,1299
1303,3,4,4,7,25,24,4,1184
2911,3,4,4,7,25,24,9,1367
2639,3,4,4,7,25,24,7,1409
6793,3,4,4,7,25,24,9,1411
3917,3,4,4,12,27,28,20,2422
745,3,4,4,12,27,28,8,2388
19830,3,4,4,12,27,28,65,2748
7070,3,4,4,12,27,28,54,3481
4527,3,4,4,12,27,28,17,3462
2497,3,4,4,10,19,4,9,1660
16449,3,4,4,10,19,4,35,1978
4285,3,4,4,10,19,4,13,2039
5620,3,4,4,10,19,4,13,1647
2354,3,4,4,10,19,4,6,1760
3176,3,4,4,6,23,19,16,1608
6812,3,4,4,6,23,19,14,1805
7987,3,4,4,6,23,19,20,2020
3711,3,4,4,6,23,19,12,2056
8331,3,4,4,6,23,19,13,2027
2069,3,4,4,12,16,22,11,1800
34711,3,4,4,12,16,22,76,2113
772,3,4,4,12,16,22,7,2167
6087,3,4,4,12,16,22,22,2036
9155,3,4,4,12,16,22,22,1910
2431,3,4,4,12,16,22,23,2246
38395,3,4,4,12,16,22,66,2584
1883,3,4,4,12,16,22,22,2764
7138,3,4,4,12,16,22,14,2735
10900,3,4,4,12,16,22,25,2727
4355,3,4,4,6,31,4,15,1670
3719,3,4,4,6,31,4,10,1787
3602,3,4,4,6,31,4,9,2001
446,3,4,4,6,31,4,3,2036
2861,3,4,4,6,31,4,5,2032
900,3,4,4,7,7,14,3,1153
10687,3,4,4,7,7,14,21,1267
5647,3,4,4,7,7,14,12,1355
34267,3,4,4,7,7,14,54,1492
51526,3,4,4,7,7,14,70,1576
427,3,4,4,8,4,10,2,1013
2353,3,4,4,8,4,10,6,846
40894,3,4,4,8,4,10,62,1253
14225,3,4,4,8,4,10,36,1238
20423,3,4,4,8,4,10,38,1247
3537,3,4,4,8,23,25,14,1595
5888,3,4,4,8,23,25,25,1854
10805,3,4,4,8,23,25,31,1999
9283,3,4,4,8,23,25,27,2083
4197,3,4,4,8,23,25,12,2093
1361,3,4,4,9,9,9,8,1922
2478,3,4,4,9,9,9,7,1828
7317,3,4,4,9,9,9,15,1913
18744,3,4,4,9,9,9,36,2239
41329,3,4,4,9,9,9,79,2369
4065,3,4,4,8,26,29,15,1627
18125,3,4,4,8,26,29,39,1878
14391,3,4,4,8,26,29,31,1926
14891,3,4,4,8,26,29,33,1955
1223,3,4,4,8,26,29,5,1964
3514,3,4,4,7,19,31,15,2042
8445,3,4,4,7,19,31,19,2162
18809,3,4,4,7,19,31,40,2487
9527,3,4,4,7,19,31,27,2661
18236,3,4,4,7,19,31,38,2658
3138,3,4,4,7,25,24,9,1208
1303,3,4,4,7,25,24,4,1123
2911,3,4,4,7,25,24,9,1300
2640,3,4,4,7,25,24,6,1327
6792,3,4,4,7,25,24,9,1331
4938,3,4,4,7,25,24,17,2145
2005,3,4,4,7,25,24,10,1997
4502,3,4,4,7,25,24,9,2249
3905,3,4,4,7,25,24,10,2378
9779,3,4,4,7,25,24,19,2386
1146,3,4,4,9,9,9,6,1351
2255,3,4,4,9,9,9,7,1233
6476,3,4,4,9,9,9,15,1361
16443,3,4,4,9,9,9,38,1672
39772,3,4,4,9,9,9,81,1826
1890,3,4,4,12,17,10,11,1712
2111,3,4,4,12,17,10,5,1702
22806,3,4,4,12,17,10,81,2286
6706,3,4,4,12,17,10,21,2623
2070,3,4,4,12,17,10,7,2624
1831,3,4,4,7,13,14,5,1192
26629,3,4,4,7,13,14,42,1436
2421,3,4,4,7,13,14,6,1379
11566,3,4,4,7,13,14,21,1503
9259,3,4,4,7,13,14,15,1535
1268,3,4,4,5,14,12,3,757
7760,3,4,4,5,14,12,14,879
8503,3,4,4,5,14,12,11,895
3987,3,4,4,5,14,12,7,846
14213,3,4,4,5,14,12,17,933
1308,3,4,4,8,12,31,5,1145
5047,3,4,4,8,12,31,8,1276
9646,3,4,4,8,12,31,19,1444
8166,3,4,4,8,12,31,18,1393
5088,3,4,4,8,12,31,14,1453
1281,3,4,4,9,11,7,7,1447
10971,3,4,4,9,11,7,31,1545
9069,3,4,4,9,11,7,22,1714
11677,3,4,4,9,11,7,32,1768
15184,3,4,4,9,11,7,42,1779
405,3,4,4,9,4,24,4,1180
8964,3,4,4,9,4,24,27,1164
18315,3,4,4,9,4,24,53,1445
15784,3,4,4,9,4,24,49,1363
15814,3,4,4,9,4,24,46,1381
843,3,4,4,8,4,10,7,1793
4629,3,4,4,8,4,10,9,1708
48512,3,4,4,8,4,10,65,2086
28358,3,4,4,8,4,10,54,2289
37197,3,4,4,8,4,10,55,2269
1740,3,4,4,9,11,7,7,1474
14881,3,4,4,9,11,7,30,1615
11813,3,4,4,9,11,7,18,1814
15925,3,4,4,9,11,7,34,1842
20190,3,4,4,9,11,7,41,1845
2484,3,4,4,5,28,5,6,759
3235,3,4,4,5,28,5,2,901
3485,3,4,4,5,28,5,8,951
3252,3,4,4,5,28,5,6,913
2437,3,4,4,5,28,5,6,929
4075,3,4,4,6,31,4,10,1146
3222,3,4,4,6,31,4,5,1316
3389,3,4,4,6,31,4,7,1453
218,3,4,4,6,31,4,2,1483
2610,3,4,4,6,31,4,5,1452
3544,3,4,4,9,25,27,20,1963
2495,3,4,4,9,25,27,9,2055
5771,3,4,4,9,25,27,12,2316
8001,3,4,4,9,25,27,17,2371
17624,3,4,4,9,25,27,34,2378
2547,3,4,4,5,14,12,11,1603
13936,3,4,4,5,14,12,25,1826
15909,3,4,4,5,14,12,29,2018
8120,3,4,4,5,14,12,17,2003
25591,3,4,4,5,14,12,31,2017
830,3,4,4,5,10,32,2,783
852,3,4,4,5,10,32,2,683
10410,3,4,4,5,10,32,16,903
20987,3,4,4,5,10,32,30,961
13414,3,4,4,5,10,32,24,1016
4103,3,4,4,6,31,4,13,1268
3228,3,4,4,6,31,4,8,1413
3386,3,4,4,6,31,4,9,1503
161,3,4,4,6,31,4,2,1524
2640,3,4,4,6,31,4,6,1518
2099,3,4,4,8,19,23,7,1197
8311,3,4,4,8,19,23,18,1173
1866,3,4,4,8,19,23,5,1288
132,3,4,4,8,19,23,1,1288
2259,3,4,4,8,19,23,4,1289
1243,3,4,4,9,9,9,6,1508
2337,3,4,4,9,9,9,9,1402
6648,3,4,4,9,9,9,17,1488
17473,3,4,4,9,9,9,37,1763
42337,3,4,4,9,9,9,83,1875
2768,3,4,4,11,25,24,12,1635
6431,3,4,4,11,25,24,18,1817
5561,3,4,4,11,25,24,15,1931
5913,3,4,4,11,25,24,15,1994
1458,3,4,4,11,25,24,5,2066
3618,3,4,4,4,31,7,5,831
1205,3,4,4,4,31,7,2,854
3576,3,4,4,4,31,7,5,884
2798,3,4,4,4,31,7,4,918
1888,3,4,4,4,31,7,3,934
