Timestamp,Use\g,Share\g,Cache\g,Buffer\g,Swap\g,Total\g
2015-10-11T13:01:30+08:00,1623460659.2,0,1107656704,251088896,21938176,4075216896
2015-10-11T13:02:00+08:00,1600412467.2,0,1107660526.9,251088896,21938176,4075216896
2015-10-11T13:02:30+08:00,1609624371.2,0,1107671040,251088896,21938176,4075216896
2015-10-11T13:03:00+08:00,1740732006.4,0,1107679914.7,251088896,21938176,4075216896
2015-10-11T13:03:30+08:00,1820783411.2,0,1107685376,251091899.73,21938176,4075216896
2015-10-11T13:04:00+08:00,1828083438.9,0,1107688243.2,251092992,21938176,4075216896
2015-10-11T13:04:30+08:00,1822807108.3,0,1107689472,251092992,21938176,4075216896
2015-10-11T13:05:00+08:00,1795767910.4,0,1107689472,251092992,21938176,4075216896
2015-10-11T13:05:30+08:00,1719411507.2,0,1107689472,251092992,21938176,4075216896
2015-10-11T13:06:00+08:00,1679569169.1,0,1107689472,251092992,21938176,4075216896
2015-10-11T13:06:30+08:00,1658992640,0,1107689472,251092992,21938176,4075216896
2015-10-11T13:07:00+08:00,1639010986.7,0,1107689745.1,251092992,21938176,4075216896
2015-10-11T13:07:30+08:00,1626939255.5,0,1107693568,251092992,21938176,4075216896
2015-10-11T13:08:00+08:00,1673379157.3,0,1107695752.5,251092992,21938176,4075216896
2015-10-11T13:08:30+08:00,1698645333.3,0,1107699029.3,251092992,21938176,4075216896
2015-10-11T13:09:00+08:00,1665371204.3,0,1107704900.3,251092992,21938176,4075216896
2015-10-11T13:09:30+08:00,1615355904,0,1107705856,251095040,21938176,4075216896
2015-10-11T13:10:00+08:00,1629934933.3,0,1107705856,251100910.93,21938176,4075216896
2015-10-11T13:10:30+08:00,1650855389.9,0,1107705856,251105280,21938176,4075216896
2015-10-11T13:11:00+08:00,1615374882.1,0,1107703944.5,251107191.47,21938176,4075216896
2015-10-11T13:11:30+08:00,1675685888,0,1107705719.5,251113335.47,21938176,4075216896
2015-10-11T13:12:00+08:00,1690521463.5,0,1107705856,251117431.47,21938176,4075216896
2015-10-11T13:12:30+08:00,1680479846.4,0,1107705856,251119479.47,21938176,4075216896
2015-10-11T13:13:00+08:00,1668785493.3,0,1107707630.9,251121664,21938176,4075216896
2015-10-11T13:13:30+08:00,1655093111.5,0,1107713774.9,251121664,21938176,4075216896
2015-10-11T13:14:00+08:00,1636746581.3,0,1107717324.8,251121664,21938176,4075216896
2015-10-11T13:14:30+08:00,1625280102.4,0,1107724288,251125350.4,21938176,4075216896
2015-10-11T13:15:00+08:00,1616247876.3,0,1107722240,251130948.27,21938176,4075216896
2015-10-11T13:15:30+08:00,1609207398.4,0,1107722240,251133952,21938176,4075216896
2015-10-11T13:16:00+08:00,1601703253.3,0,1107722240,251141051.73,21938176,4075216896
2015-10-11T13:16:30+08:00,1592815206.4,0,1107722240,251142144,21938176,4075216896
2015-10-11T13:17:00+08:00,1584896136.5,0,1107722240,251147195.73,21938176,4075216896
2015-10-11T13:17:30+08:00,1581590254.9,0,1107722240,251151837.87,21938176,4075216896
2015-10-11T13:18:00+08:00,1574006374.4,0,1107722240,251154432,21938176,4075216896
2015-10-11T13:18:30+08:00,1568404002.1,0,1107725243.7,251161122.13,21938176,4075216896
2015-10-11T13:19:00+08:00,1561080081.1,0,1107733981.9,251166720,21938176,4075216896
2015-10-11T13:19:30+08:00,1557583598.9,0,1107734528,251166720,21938176,4075216896
2015-10-11T13:20:00+08:00,1554633523.2,0,1107739716.3,251166720,21938176,4075216896
2015-10-11T13:20:30+08:00,1551894937.6,0,1107739033.6,251174092.8,21938176,4075216896
2015-10-11T13:21:00+08:00,1550849365.3,0,1107738624,251174912,21938176,4075216896
2015-10-11T13:21:30+08:00,1549147204.3,0,1107738624,251176413.87,21938176,4075216896
