% cluster ARFF file
@relation cluster

@attribute onBoltRate numeric
@attribute joinBoltRate numeric
@attribute spoutRate numeric
@attribute supervisors numeric
@attribute cpu numeric
@attribute memory numeric
@attribute workers numeric
@attribute onBoltNumber numeric
@attribute joinBoltNumber numeric
@attribute onBoltParallism numeric
@attribute joinBoltParallism numeric
@attribute spoutsParallism numeric
@attribute windowLength numeric
@attribute emitFrequency numeric
@attribute cpu_used numeric
@attribute memory_used numeric
@attribute latency numeric

@data
236239,101602,240126,4,40,160,17,4,2,7,15,10,30,10,73,16007,1245
50295,21663,50437,4,40,160,17,4,2,7,15,10,30,10,18,16273,1118
94660,40682,95031,4,40,160,17,4,2,7,15,10,30,10,29,16291,524
133575,57261,134271,4,40,160,17,4,2,7,15,10,30,10,38,16722,487
154313,66277,155256,4,40,160,17,4,2,7,15,10,30,10,43,16940,559
39089,16031,39577,4,40,160,5,4,2,17,8,22,30,10,31,10111,19084
7346,3478,6655,4,40,160,5,4,2,17,8,22,30,10,2,9914,17861
12899,5519,12937,4,40,160,5,4,2,17,8,22,30,10,4,9877,3234
17364,7403,17409,4,40,160,5,4,2,17,8,22,30,10,5,9966,696
24270,10347,24262,4,40,160,5,4,2,17,8,22,30,10,6,10066,634
224154,96530,226329,4,40,160,25,4,2,23,22,7,30,10,77,18461,760
44861,19902,45037,4,40,160,25,4,2,23,22,7,30,10,19,20030,701
80564,35446,80782,4,40,160,25,4,2,23,22,7,30,10,31,20055,354
112157,49460,112597,4,40,160,25,4,2,23,22,7,30,10,40,20529,240
137424,60843,138308,4,40,160,25,4,2,23,22,7,30,10,48,21076,199
143634,58801,146085,4,40,160,48,4,2,16,12,20,30,10,87,24533,3825
39147,16601,39019,4,40,160,48,4,2,16,12,20,30,10,20,27870,3277
68332,28392,68657,4,40,160,48,4,2,16,12,20,30,10,31,27561,821
104072,43425,104514,4,40,160,48,4,2,16,12,20,30,10,44,28951,646
133837,55709,134644,4,40,160,48,4,2,16,12,20,30,10,53,30176,536
145162,60370,147405,4,40,160,51,4,2,8,14,8,30,10,83,24102,1471
42368,18608,42178,4,40,160,51,4,2,8,14,8,30,10,21,26949,1242
76969,33455,76928,4,40,160,51,4,2,8,14,8,30,10,37,26178,413
107940,46914,107861,4,40,160,51,4,2,8,14,8,30,10,49,27697,307
131608,57676,132295,4,40,160,51,4,2,8,14,8,30,10,58,29574,287
206191,87114,208278,4,40,160,19,4,2,16,23,19,30,10,78,17153,2716
40207,17347,40164,4,40,160,19,4,2,16,23,19,30,10,16,17504,2405
78519,34281,78685,4,40,160,19,4,2,16,23,19,30,10,26,17541,734
114343,50242,114586,4,40,160,19,4,2,16,23,19,30,10,34,17968,619
144286,62414,144938,4,40,160,19,4,2,16,23,19,30,10,42,18190,537
127329,53207,131490,4,40,160,53,4,2,21,15,19,30,10,87,24482,3971
33500,14779,33082,4,40,160,53,4,2,21,15,19,30,10,19,29268,3354
62674,27324,62789,4,40,160,53,4,2,21,15,19,30,10,32,27970,884
91654,39783,92042,4,40,160,53,4,2,21,15,19,30,10,42,28621,681
118434,50896,118838,4,40,160,53,4,2,21,15,19,30,10,52,30250,555
84194,36264,83284,4,40,160,7,4,2,4,4,10,30,10,33,11398,3708
39147,16911,39216,4,40,160,7,4,2,4,4,10,30,10,11,11249,2819
70879,30606,70960,4,40,160,7,4,2,4,4,10,30,10,17,11432,504
104148,44838,104602,4,40,160,7,4,2,4,4,10,30,10,24,11498,856
120931,52014,120835,4,40,160,7,4,2,4,4,10,30,10,30,11506,1226
197256,83559,199236,4,40,160,9,4,2,20,17,15,30,10,67,12530,2329
50628,21689,50668,4,40,160,9,4,2,20,17,15,30,10,17,12130,2027
96332,41558,96518,4,40,160,9,4,2,20,17,15,30,10,25,12466,619
132683,56894,133312,4,40,160,9,4,2,20,17,15,30,10,33,12624,725
147899,64135,148514,4,40,160,9,4,2,20,17,15,30,10,37,12653,1009
182666,77847,183079,4,40,160,6,4,2,6,17,4,30,10,55,11082,580
40260,17034,40330,4,40,160,6,4,2,6,17,4,30,10,11,10734,536
72359,30776,72445,4,40,160,6,4,2,6,17,4,30,10,17,10948,381
87923,37574,88136,4,40,160,6,4,2,6,17,4,30,10,20,11114,719
93906,40634,94059,4,40,160,6,4,2,6,17,4,30,10,22,11138,951
122827,51730,122912,4,40,160,6,4,2,12,10,12,30,10,47,11073,3364
46905,20178,46984,4,40,160,6,4,2,12,10,12,30,10,14,10940,2771
81874,35270,82265,4,40,160,6,4,2,12,10,12,30,10,20,11090,622
112412,49376,112352,4,40,160,6,4,2,12,10,12,30,10,28,11141,650
125688,54072,126192,4,40,160,6,4,2,12,10,12,30,10,33,11146,696
227194,96852,228840,4,40,160,22,4,2,18,7,5,30,10,75,16691,569
49962,21814,49981,4,40,160,22,4,2,18,7,5,30,10,19,16802,512
99672,43079,99944,4,40,160,22,4,2,18,7,5,30,10,34,16886,224
122921,53227,123327,4,40,160,22,4,2,18,7,5,30,10,40,17394,214
156589,66989,157513,4,40,160,22,4,2,18,7,5,30,10,46,17982,422
226118,95763,228427,4,40,160,18,4,2,13,14,12,30,10,75,16701,1545
50214,21303,50169,4,40,160,18,4,2,13,14,12,30,10,18,16809,1368
89845,38189,90084,4,40,160,18,4,2,13,14,12,30,10,28,16985,515
130738,55349,131277,4,40,160,18,4,2,13,14,12,30,10,37,17456,464
161083,67985,161582,4,40,160,18,4,2,13,14,12,30,10,45,17611,535
216550,90288,221372,4,40,160,22,4,2,10,12,16,30,10,80,17775,2422
58496,25125,58578,4,40,160,22,4,2,10,12,16,30,10,22,18160,2080
108727,46880,109200,4,40,160,22,4,2,10,12,16,30,10,34,18632,579
158274,68287,158988,4,40,160,22,4,2,10,12,16,30,10,47,19083,512
179575,77657,181321,4,40,160,22,4,2,10,12,16,30,10,53,19274,687
199227,82158,201991,4,40,160,23,4,2,6,7,19,30,10,79,18408,3147
51303,21870,51342,4,40,160,23,4,2,6,7,19,30,10,20,19013,2617
102905,43946,103193,4,40,160,23,4,2,6,7,19,30,10,34,19402,658
141551,60986,142116,4,40,160,23,4,2,6,7,19,30,10,43,19986,683
176920,76392,177886,4,40,160,23,4,2,6,7,19,30,10,52,20210,952
143274,56523,145323,4,40,160,44,4,2,9,7,17,30,10,85,23543,3590
44786,17646,44559,4,40,160,44,4,2,9,7,17,30,10,21,25153,3086
80807,30918,81167,4,40,160,44,4,2,9,7,17,30,10,34,25130,1197
116438,44737,116996,4,40,160,44,4,2,9,7,17,30,10,45,26878,558
148497,58104,148587,4,40,160,44,4,2,9,7,17,30,10,56,28141,505
121131,44730,123508,4,40,160,50,4,2,16,7,16,30,10,84,24064,4192
38337,14465,38342,4,40,160,50,4,2,16,7,16,30,10,20,26126,3675
69161,24034,69319,4,40,160,50,4,2,16,7,16,30,10,32,24543,1007
100732,35497,101092,4,40,160,50,4,2,16,7,16,30,10,44,25777,609
126354,45052,126974,4,40,160,50,4,2,16,7,16,30,10,53,27140,541
150373,59687,153138,4,40,160,48,4,2,7,21,10,30,10,83,23816,1910
42791,17402,42235,4,40,160,48,4,2,7,21,10,30,10,20,27028,1666
67966,27895,68027,4,40,160,48,4,2,7,21,10,30,10,31,27044,502
99217,41202,99345,4,40,160,48,4,2,7,21,10,30,10,43,28131,339
123136,50798,123159,4,40,160,48,4,2,7,21,10,30,10,52,29817,268
226086,98788,228583,4,40,160,15,4,2,17,13,6,30,10,67,14836,685
44994,19919,44857,4,40,160,15,4,2,17,13,6,30,10,15,14819,635
83755,36814,83942,4,40,160,15,4,2,17,13,6,30,10,24,15034,309
115368,51065,115616,4,40,160,15,4,2,17,13,6,30,10,32,15477,239
136913,60599,137291,4,40,160,15,4,2,17,13,6,30,10,34,15661,513
152897,58461,157351,4,40,160,42,4,2,4,18,16,30,10,80,23217,3363
37421,14267,36427,4,40,160,42,4,2,4,18,16,30,10,17,26695,2891
71206,27629,71421,4,40,160,42,4,2,4,18,16,30,10,29,26964,680
101242,38885,101414,4,40,160,42,4,2,4,18,16,30,10,39,28081,574
130171,49784,130712,4,40,160,42,4,2,4,18,16,30,10,48,28897,504
155145,66691,157030,4,40,160,45,4,2,15,7,5,30,10,77,20449,762
40632,17688,40928,4,40,160,45,4,2,15,7,5,30,10,20,22281,669
65971,28830,66585,4,40,160,45,4,2,15,7,5,30,10,31,21629,238
86635,38108,87161,4,40,160,45,4,2,15,7,5,30,10,39,21728,210
115508,50765,116397,4,40,160,45,4,2,15,7,5,30,10,50,21967,175
112125,45686,115212,4,40,160,50,4,2,20,21,23,30,10,86,24186,5450
33043,14533,32332,4,40,160,50,4,2,20,21,23,30,10,19,28351,4681
54332,23131,54583,4,40,160,50,4,2,20,21,23,30,10,27,27809,926
80635,34252,81028,4,40,160,50,4,2,20,21,23,30,10,37,28714,789
106218,45204,106765,4,40,160,50,4,2,20,21,23,30,10,46,30009,700
140076,57720,142985,4,40,160,48,4,2,8,10,14,30,10,84,24079,2838
35634,14662,34507,4,40,160,48,4,2,8,10,14,30,10,18,27249,2534
58972,24217,59198,4,40,160,48,4,2,8,10,14,30,10,27,26652,720
87390,35926,87791,4,40,160,48,4,2,8,10,14,30,10,38,27183,534
115187,47330,115337,4,40,160,48,4,2,8,10,14,30,10,47,28166,424
175396,69497,177396,4,40,160,18,4,2,14,6,21,30,10,73,16189,3909
28021,13066,27865,4,40,160,18,4,2,14,6,21,30,10,12,16663,3824
54878,23863,55035,4,40,160,18,4,2,14,6,21,30,10,19,16677,2038
79606,34496,79833,4,40,160,18,4,2,14,6,21,30,10,25,17254,689
108187,47444,108623,4,40,160,18,4,2,14,6,21,30,10,32,17579,642
148516,63535,149744,4,40,160,44,4,2,17,16,13,30,10,83,23059,2730
34670,14371,34722,4,40,160,44,4,2,17,16,13,30,10,17,26404,2364
67458,27752,67613,4,40,160,44,4,2,17,16,13,30,10,31,25157,620
97542,40526,97809,4,40,160,44,4,2,17,16,13,30,10,41,26034,451
124986,52574,125678,4,40,160,44,4,2,17,16,13,30,10,51,27470,340
148093,61790,151509,4,40,160,42,4,2,22,20,19,30,10,86,23201,3502
37006,15953,36633,4,40,160,42,4,2,22,20,19,30,10,19,27446,3041
65563,27791,65789,4,40,160,42,4,2,22,20,19,30,10,30,27786,786
96033,40630,96448,4,40,160,42,4,2,22,20,19,30,10,40,28898,642
126639,53616,126973,4,40,160,42,4,2,22,20,19,30,10,51,29715,511
159253,68179,160897,4,40,160,49,4,2,18,19,5,30,10,81,22894,658
40292,17995,40421,4,40,160,49,4,2,18,19,5,30,10,21,26241,587
69484,31076,69768,4,40,160,49,4,2,18,19,5,30,10,35,26182,261
95860,42927,96253,4,40,160,49,4,2,18,19,5,30,10,46,26324,180
117014,52457,117306,4,40,160,49,4,2,18,19,5,30,10,55,27884,136
215858,91786,218693,4,40,160,23,4,2,19,11,11,30,10,78,17737,1419
50199,21593,49996,4,40,160,23,4,2,19,11,11,30,10,20,18821,1264
93258,40161,93727,4,40,160,23,4,2,19,11,11,30,10,32,18906,429
127800,55009,128617,4,40,160,23,4,2,19,11,11,30,10,41,19537,304
158470,68589,159226,4,40,160,23,4,2,19,11,11,30,10,50,19953,327
144609,57822,149032,4,40,160,39,4,2,4,8,23,30,10,81,22811,4953
34752,14507,33111,4,40,160,39,4,2,4,8,23,30,10,16,25055,4264
65941,27360,66078,4,40,160,39,4,2,4,8,23,30,10,27,25219,824
94049,39175,94477,4,40,160,39,4,2,4,8,23,30,10,35,26274,765
123977,52159,124692,4,40,160,39,4,2,4,8,23,30,10,44,27115,718
201274,90721,205959,4,40,160,31,4,2,18,13,6,30,10,78,18598,669
49989,21642,50164,4,40,160,31,4,2,18,13,6,30,10,21,19680,598
81393,35245,81850,4,40,160,31,4,2,18,13,6,30,10,33,19151,312
113974,49508,114514,4,40,160,31,4,2,18,13,6,30,10,43,19586,226
143883,62371,144649,4,40,160,31,4,2,18,13,6,30,10,53,20621,184
179811,73018,184402,4,40,160,32,4,2,21,4,5,30,10,77,17912,824
40049,17990,39990,4,40,160,32,4,2,21,4,5,30,10,18,18725,740
71235,31687,71481,4,40,160,32,4,2,21,4,5,30,10,30,18797,279
102341,45823,102704,4,40,160,32,4,2,21,4,5,30,10,41,18961,258
124064,55760,124551,4,40,160,32,4,2,21,4,5,30,10,49,19634,276
139409,56993,141448,4,40,160,46,4,2,16,14,18,30,10,85,23601,3962
37226,15790,36963,4,40,160,46,4,2,16,14,18,30,10,19,27266,3373
67202,27803,67372,4,40,160,46,4,2,16,14,18,30,10,30,26392,768
98339,40843,98590,4,40,160,46,4,2,16,14,18,30,10,40,27528,615
125056,52278,125390,4,40,160,46,4,2,16,14,18,30,10,50,28614,491
153105,63270,155112,4,40,160,48,4,2,11,19,7,30,10,81,22947,1138
31520,12819,31103,4,40,160,48,4,2,11,19,7,30,10,16,26397,1053
51985,21013,52209,4,40,160,48,4,2,11,19,7,30,10,24,26285,439
74410,29997,74698,4,40,160,48,4,2,11,19,7,30,10,34,26524,310
97042,39432,97157,4,40,160,48,4,2,11,19,7,30,10,43,27422,254
177891,76458,182880,4,40,160,21,4,2,10,12,23,30,10,76,17663,4129
32005,14386,31440,4,40,160,21,4,2,10,12,23,30,10,14,18662,3689
53052,22826,53236,4,40,160,21,4,2,10,12,23,30,10,20,18327,820
79041,34149,79344,4,40,160,21,4,2,10,12,23,30,10,26,18811,757
104252,45043,104802,4,40,160,21,4,2,10,12,23,30,10,31,19202,709
216504,94611,222039,4,40,160,24,4,2,15,10,5,30,10,74,16708,549
40044,18181,40001,4,40,160,24,4,2,15,10,5,30,10,16,16914,488
75324,33887,75444,4,40,160,24,4,2,15,10,5,30,10,28,16724,257
105476,47936,105669,4,40,160,24,4,2,15,10,5,30,10,36,17144,218
133005,59555,133566,4,40,160,24,4,2,15,10,5,30,10,45,17887,206
212345,93067,214785,4,40,160,30,4,2,22,22,5,30,10,79,19407,463
37757,17316,37889,4,40,160,30,4,2,22,22,5,30,10,17,21675,431
68631,31127,68805,4,40,160,30,4,2,22,22,5,30,10,29,21505,271
95421,43309,95548,4,40,160,30,4,2,22,22,5,30,10,38,21617,203
117865,53712,118218,4,40,160,30,4,2,22,22,5,30,10,46,22326,176
11373,4475,11582,4,40,160,4,4,2,7,10,23,30,10,37,10000,63963
4327,2111,3579,4,40,160,4,4,2,7,10,23,30,10,2,9945,58551
6978,2970,6974,4,40,160,4,4,2,7,10,23,30,10,2,9862,3275
10372,4414,10363,4,40,160,4,4,2,7,10,23,30,10,3,9993,795
13848,5886,13838,4,40,160,4,4,2,7,10,23,30,10,4,10023,727
145896,57005,146644,4,40,160,30,4,2,11,4,22,30,10,76,20024,4879
18098,8397,17380,4,40,160,30,4,2,11,4,22,30,10,9,20881,4603
31152,13040,31207,4,40,160,30,4,2,11,4,22,30,10,14,19392,1307
46471,19532,46560,4,40,160,30,4,2,11,4,22,30,10,19,19379,787
61351,25884,61569,4,40,160,30,4,2,11,4,22,30,10,23,20013,749
156041,56980,158671,4,40,160,40,4,2,9,5,18,30,10,85,22206,3956
32619,13218,32547,4,40,160,40,4,2,9,5,18,30,10,16,23765,3630
59262,22267,59496,4,40,160,40,4,2,9,5,18,30,10,25,22804,779
79732,30177,79900,4,40,160,40,4,2,9,5,18,30,10,31,23479,687
102677,38786,103621,4,40,160,40,4,2,9,5,18,30,10,38,24472,637
216900,92344,220356,4,40,160,27,4,2,20,21,10,30,10,80,18841,1237
45361,19810,45491,4,40,160,27,4,2,20,21,10,30,10,19,20859,1114
81756,35390,81659,4,40,160,27,4,2,20,21,10,30,10,32,20937,488
115907,50604,116242,4,40,160,27,4,2,20,21,10,30,10,42,21422,377
142062,62569,142491,4,40,160,27,4,2,20,21,10,30,10,50,22116,339
129975,54585,131614,4,40,160,8,4,2,18,15,23,30,10,60,12148,5673
21373,9435,20930,4,40,160,8,4,2,18,15,23,30,10,8,11962,5297
41001,17667,41136,4,40,160,8,4,2,18,15,23,30,10,13,11923,690
59266,25725,59548,4,40,160,8,4,2,18,15,23,30,10,17,12164,686
77163,33528,77447,4,40,160,8,4,2,18,15,23,30,10,21,12255,670
155356,59045,158233,4,40,160,41,4,2,6,15,14,30,10,83,22837,2963
38051,13899,37191,4,40,160,41,4,2,6,15,14,30,10,17,25748,2602
68654,24996,68895,4,40,160,41,4,2,6,15,14,30,10,29,25661,639
99906,36358,100212,4,40,160,41,4,2,6,15,14,30,10,39,26666,533
126836,46416,126935,4,40,160,41,4,2,6,15,14,30,10,47,27780,443
180275,74692,182278,4,40,160,10,4,2,20,23,20,30,10,65,12885,3793
29750,13045,29013,4,40,160,10,4,2,20,23,20,30,10,11,12530,3415
49465,21252,49502,4,40,160,10,4,2,20,23,20,30,10,15,12606,723
78865,33861,79034,4,40,160,10,4,2,20,23,20,30,10,21,12872,658
103361,44397,103658,4,40,160,10,4,2,20,23,20,30,10,26,13053,625
132583,54518,133881,4,40,160,39,4,2,19,12,21,30,10,82,22072,4843
37949,16954,37205,4,40,160,39,4,2,19,12,21,30,10,19,25058,4046
69372,29799,69678,4,40,160,39,4,2,19,12,21,30,10,31,24844,784
102124,43850,102639,4,40,160,39,4,2,19,12,21,30,10,40,25799,680
132849,57456,133507,4,40,160,39,4,2,19,12,21,30,10,50,26959,577
142947,60559,144572,4,40,160,47,4,2,17,12,12,30,10,85,23393,2191
42852,18658,42502,4,40,160,47,4,2,17,12,12,30,10,21,26511,1905
73420,31249,73602,4,40,160,47,4,2,17,12,12,30,10,34,25955,552
105300,44638,105773,4,40,160,47,4,2,17,12,12,30,10,46,27084,397
134358,56818,134721,4,40,160,47,4,2,17,12,12,30,10,56,28558,312
125106,53004,127084,4,40,160,44,4,2,14,21,13,30,10,81,22258,3052
33800,13551,33423,4,40,160,44,4,2,14,21,13,30,10,17,26501,2564
57751,22784,57856,4,40,160,44,4,2,14,21,13,30,10,26,26160,700
86572,34545,86720,4,40,160,44,4,2,14,21,13,30,10,36,26692,508
111578,44897,112240,4,40,160,44,4,2,14,21,13,30,10,45,28008,363
125015,48143,126609,4,40,160,52,4,2,17,4,11,30,10,83,23509,2540
36417,14193,36281,4,40,160,52,4,2,17,4,11,30,10,19,25808,2207
63363,23909,63598,4,40,160,52,4,2,17,4,11,30,10,30,24193,594
91194,34603,91681,4,40,160,52,4,2,17,4,11,30,10,40,24666,410
113818,43523,114167,4,40,160,52,4,2,17,4,11,30,10,49,25555,325
38706,16163,39774,4,40,160,4,4,2,13,10,17,30,10,34,10084,14948
4941,2310,4472,4,40,160,4,4,2,13,10,17,30,10,2,9822,13744
8509,3675,8511,4,40,160,4,4,2,13,10,17,30,10,3,9709,1198
12723,5495,12717,4,40,160,4,4,2,13,10,17,30,10,5,9886,632
16900,7315,16898,4,40,160,4,4,2,13,10,17,30,10,6,9973,557
185222,80882,189361,4,40,160,28,4,2,9,18,21,30,10,83,20152,3371
41401,17859,40674,4,40,160,28,4,2,9,18,21,30,10,18,21906,2918
74903,32025,75201,4,40,160,28,4,2,9,18,21,30,10,28,21903,738
110891,47556,111109,4,40,160,28,4,2,9,18,21,30,10,37,22550,658
142424,60926,143204,4,40,160,28,4,2,9,18,21,30,10,46,22963,565
232770,99503,235939,4,40,160,19,4,2,8,12,11,30,10,77,16918,1340
55879,24084,55752,4,40,160,19,4,2,8,12,11,30,10,20,17461,1166
103537,44415,103733,4,40,160,19,4,2,8,12,11,30,10,31,17702,476
146325,62889,146643,4,40,160,19,4,2,8,12,11,30,10,42,18066,493
178415,77192,179047,4,40,160,19,4,2,8,12,11,30,10,49,18206,648
152633,61294,155640,4,40,160,40,4,2,19,10,16,30,10,83,21198,3457
32971,14984,33008,4,40,160,40,4,2,19,10,16,30,10,17,23112,3221
65373,28088,65715,4,40,160,40,4,2,19,10,16,30,10,29,22609,721
93197,39892,93338,4,40,160,40,4,2,19,10,16,30,10,38,22858,583
129100,55752,129308,4,40,160,40,4,2,19,10,16,30,10,50,24363,491
136034,56398,139266,4,40,160,53,4,2,23,13,11,30,10,85,24231,2008
41576,16202,41303,4,40,160,53,4,2,23,13,11,30,10,22,27793,1738
73472,28369,73532,4,40,160,53,4,2,23,13,11,30,10,36,26560,547
105452,41084,105849,4,40,160,53,4,2,23,13,11,30,10,49,28358,380
131732,51610,132187,4,40,160,53,4,2,23,13,11,30,10,59,29876,298
205670,85865,207689,4,40,160,28,4,2,13,19,9,30,10,81,19256,1159
44834,19354,44469,4,40,160,28,4,2,13,19,9,30,10,19,21425,1045
78236,33430,78370,4,40,160,28,4,2,13,19,9,30,10,30,21430,437
112719,47956,112915,4,40,160,28,4,2,13,19,9,30,10,40,22028,313
141249,59861,141873,4,40,160,28,4,2,13,19,9,30,10,49,22568,247
144170,61148,146696,4,40,160,41,4,2,15,20,17,30,10,84,22507,3620
34689,15163,34174,4,40,160,41,4,2,15,20,17,30,10,18,25403,3091
61988,26623,62238,4,40,160,41,4,2,15,20,17,30,10,28,25264,752
92600,40119,92964,4,40,160,41,4,2,15,20,17,30,10,38,26008,606
119826,51681,120286,4,40,160,41,4,2,15,20,17,30,10,47,27114,478
223339,94593,224678,4,40,160,10,4,2,10,17,16,30,10,74,12891,2221
47022,20516,46485,4,40,160,10,4,2,10,17,16,30,10,15,12559,1973
87052,38031,87253,4,40,160,10,4,2,10,17,16,30,10,23,12776,595
125925,54648,126205,4,40,160,10,4,2,10,17,16,30,10,31,13061,542
160047,69598,160474,4,40,160,10,4,2,10,17,16,30,10,40,13088,673
209238,90317,209210,4,40,160,17,4,2,21,5,5,30,10,71,15187,653
39159,16834,39259,4,40,160,17,4,2,21,5,5,30,10,15,15273,595
73620,31821,73777,4,40,160,17,4,2,21,5,5,30,10,24,15663,264
105021,45420,105216,4,40,160,17,4,2,21,5,5,30,10,32,16293,225
129106,56271,129286,4,40,160,17,4,2,21,5,5,30,10,36,16640,370
208248,87989,210231,4,40,160,23,4,2,11,21,22,30,10,81,19191,3330
55080,23688,55048,4,40,160,23,4,2,11,21,22,30,10,22,20054,2788
107326,45856,107706,4,40,160,23,4,2,11,21,22,30,10,34,20019,697
155130,67010,155428,4,40,160,23,4,2,11,21,22,30,10,46,20474,603
195172,84381,195949,4,40,160,23,4,2,11,21,22,30,10,56,20620,825
146361,62180,147545,4,40,160,53,4,2,17,15,8,30,10,85,24218,1269
37096,16417,36967,4,40,160,53,4,2,17,15,8,30,10,20,28052,1125
65878,28754,65953,4,40,160,53,4,2,17,15,8,30,10,33,27464,392
93243,40542,93541,4,40,160,53,4,2,17,15,8,30,10,46,28221,256
117691,51034,118265,4,40,160,53,4,2,17,15,8,30,10,55,29684,204
145562,55053,150241,4,40,160,39,4,2,5,12,19,30,10,79,22125,4101
39193,15253,37315,4,40,160,39,4,2,5,12,19,30,10,18,25241,3541
66045,25611,66085,4,40,160,39,4,2,5,12,19,30,10,28,25395,783
97501,38209,97851,4,40,160,39,4,2,5,12,19,30,10,37,26402,673
124929,48840,125551,4,40,160,39,4,2,5,12,19,30,10,45,27354,605
133784,59344,135031,4,40,160,50,4,2,6,6,18,30,10,83,24913,3782
35123,16399,34666,4,40,160,50,4,2,6,6,18,30,10,18,27215,3240
61785,26712,61853,4,40,160,50,4,2,6,6,18,30,10,29,25964,785
91331,39692,91479,4,40,160,50,4,2,6,6,18,30,10,38,26865,647
118559,51270,118898,4,40,160,50,4,2,6,6,18,30,10,48,28342,535
76325,32062,76651,4,40,160,6,4,2,21,10,20,30,10,43,11260,9327
8893,4186,8325,4,40,160,6,4,2,21,10,20,30,10,4,11075,8834
16161,7053,16207,4,40,160,6,4,2,21,10,20,30,10,6,11062,1055
26765,11696,26832,4,40,160,6,4,2,21,10,20,30,10,9,11106,756
33510,14673,33600,4,40,160,6,4,2,21,10,20,30,10,10,11212,701
170594,68192,173162,4,40,160,25,4,2,13,6,23,30,10,79,18533,5002
32663,15008,32621,4,40,160,25,4,2,13,6,23,30,10,16,19214,4634
62707,26845,62732,4,40,160,25,4,2,13,6,23,30,10,23,19306,812
84924,36415,85413,4,40,160,25,4,2,13,6,23,30,10,29,20065,706
117732,50974,118355,4,40,160,25,4,2,13,6,23,30,10,38,20727,652
187384,73699,186262,4,40,160,14,4,2,20,4,9,30,10,67,14293,1540
56561,23805,56524,4,40,160,14,4,2,20,4,9,30,10,19,14477,1262
108339,45820,108480,4,40,160,14,4,2,20,4,9,30,10,30,14980,505
137873,57830,138092,4,40,160,14,4,2,20,4,9,30,10,37,15319,548
154924,65817,155277,4,40,160,14,4,2,20,4,9,30,10,40,15412,862
211665,89047,214191,4,40,160,23,4,2,6,20,21,30,10,81,19168,3059
52287,22608,51516,4,40,160,23,4,2,6,20,21,30,10,20,19818,2587
97553,41804,97724,4,40,160,23,4,2,6,20,21,30,10,33,19728,685
141475,60828,141726,4,40,160,23,4,2,6,20,21,30,10,43,20266,614
181525,78453,182421,4,40,160,23,4,2,6,20,21,30,10,53,20486,777
143153,53101,145493,4,40,160,44,4,2,13,6,22,30,10,85,23502,4866
39122,16868,38814,4,40,160,44,4,2,13,6,22,30,10,20,25721,4291
69016,27965,69182,4,40,160,44,4,2,13,6,22,30,10,30,25430,870
101264,41178,101286,4,40,160,44,4,2,13,6,22,30,10,40,26672,697
130998,53243,131155,4,40,160,44,4,2,13,6,22,30,10,50,27788,643
102227,41880,104199,4,40,160,9,4,2,5,12,19,30,10,44,12503,5584
21240,9694,21076,4,40,160,9,4,2,5,12,19,30,10,8,12070,5178
37678,16381,37700,4,40,160,9,4,2,5,12,19,30,10,12,12251,1018
56424,24558,56455,4,40,160,9,4,2,5,12,19,30,10,16,12530,657
72162,31660,72237,4,40,160,9,4,2,5,12,19,30,10,19,12698,632
170559,72486,171180,4,40,160,10,4,2,9,12,14,30,10,56,12928,2745
29892,12725,29862,4,40,160,10,4,2,9,12,14,30,10,10,12656,2664
57836,24568,57944,4,40,160,10,4,2,9,12,14,30,10,17,12637,632
82817,35563,82948,4,40,160,10,4,2,9,12,14,30,10,22,12821,604
104112,44099,104200,4,40,160,10,4,2,9,12,14,30,10,26,12958,631
105279,45337,105681,4,40,160,7,4,2,6,6,20,30,10,38,11642,4278
97087,41651,96982,4,40,160,7,4,2,6,6,20,30,10,25,11683,4600
35428,15227,35370,4,40,160,7,4,2,6,6,20,30,10,11,11534,38
55311,23678,55284,4,40,160,7,4,2,6,6,20,30,10,14,11582,78
67398,29532,67620,4,40,160,7,4,2,6,6,20,30,10,16,11632,80
248997,110461,251431,4,40,160,20,4,2,4,8,8,30,10,80,16773,896
45074,20184,45118,4,40,160,20,4,2,4,8,8,30,10,17,17025,809
84873,37759,84906,4,40,160,20,4,2,4,8,8,30,10,27,17279,502
122362,54508,122265,4,40,160,20,4,2,4,8,8,30,10,37,17746,432
150610,67195,151022,4,40,160,20,4,2,4,8,8,30,10,44,18010,440
206392,84785,209242,4,40,160,25,4,2,18,7,14,30,10,80,18516,2277
47400,20750,47321,4,40,160,25,4,2,18,7,14,30,10,20,18594,1963
91284,39849,91469,4,40,160,25,4,2,18,7,14,30,10,32,19282,567
124806,54348,125005,4,40,160,25,4,2,18,7,14,30,10,41,20041,536
164656,71940,165546,4,40,160,25,4,2,18,7,14,30,10,52,20349,674
226312,95821,227975,4,40,160,20,4,2,15,19,22,30,10,81,17980,2988
50515,21821,50278,4,40,160,20,4,2,15,19,22,30,10,20,18012,2582
97243,41736,97730,4,40,160,20,4,2,15,19,22,30,10,31,18122,718
142749,61979,143111,4,40,160,20,4,2,15,19,22,30,10,41,18618,630
177772,76712,178655,4,40,160,20,4,2,15,19,22,30,10,50,18802,569
190981,80194,191914,4,40,160,16,4,2,19,10,19,30,10,72,15969,3368
59491,25785,59294,4,40,160,16,4,2,19,10,19,30,10,21,16071,2794
111910,48262,112446,4,40,160,16,4,2,19,10,19,30,10,32,16379,624
