% cluster ARFF file
@relation cluster

@attribute onBoltRate numeric
@attribute joinBoltRate numeric
@attribute spoutRate numeric
@attribute supervisors numeric
@attribute cpu numeric
@attribute memory numeric
@attribute workers numeric
@attribute onBoltNumber numeric
@attribute joinBoltNumber numeric
@attribute onBoltParallism numeric
@attribute joinBoltParallism numeric
@attribute spoutsParallism numeric
@attribute windowLength numeric
@attribute emitFrequency numeric
@attribute cpu_used numeric
@attribute memory_used numeric
@attribute latency numeric

@data
138828,57757,140313,4,40,160,52,4,2,7,16,9,30,10,83,25085,1770
121735,51685,122019,4,40,160,5,4,2,7,22,10,30,10,44,10636,2635
229057,99510,231815,4,40,160,27,4,2,23,9,4,30,10,78,18045,297
212146,90240,214066,4,40,160,11,4,2,4,9,8,30,10,65,13841,1116
250899,109673,253931,4,40,160,9,4,2,5,18,4,30,10,65,12765,345
174226,65383,176178,4,40,160,35,4,2,4,16,16,30,10,79,22192,2885
208285,91655,215124,4,40,160,21,4,2,14,7,4,30,10,73,15685,582
158742,66584,161234,4,40,160,40,4,2,15,23,14,30,10,83,22700,2825
154119,58124,155891,4,40,160,39,4,2,13,7,15,30,10,82,22070,3277
155084,64260,156153,4,40,160,9,4,2,15,4,8,30,10,55,12867,1695
153915,65088,156402,4,40,160,37,4,2,8,20,19,30,10,83,22721,3640
174268,73996,177563,4,40,160,36,4,2,20,14,11,30,10,83,21116,1776
94800,39125,95739,4,40,160,6,4,2,15,23,19,30,10,48,11664,6736
125703,51212,127678,4,40,160,53,4,2,14,11,18,30,10,88,26005,3967
208401,87952,210744,4,40,160,26,4,2,14,14,7,30,10,76,18596,961
173924,73310,175059,4,40,160,11,4,2,13,10,21,30,10,67,14157,4150
192516,81268,193703,4,40,160,8,4,2,19,16,12,30,10,67,12633,1850
208476,91523,210330,4,40,160,32,4,2,13,21,5,30,10,81,20457,565
93222,38811,93846,4,40,160,7,4,2,14,23,23,30,10,48,12201,8237
210960,91608,213711,4,40,160,30,4,2,9,15,12,30,10,84,20738,1580
215437,91945,216865,4,40,160,26,4,2,19,18,9,30,10,78,19518,1213
159910,69746,160893,4,40,160,48,4,2,22,15,5,30,10,80,23040,544
228626,96165,230755,4,40,160,23,4,2,14,9,8,30,10,79,18000,959
143841,58370,145065,4,40,160,53,4,2,13,10,8,30,10,84,23934,1425
169745,72604,171666,4,40,160,41,4,2,19,20,6,30,10,81,22016,914
141216,57774,145000,4,40,160,48,4,2,11,19,11,30,10,84,24116,2113
144686,61108,147164,4,40,160,36,4,2,14,12,22,30,10,85,22554,4301
65693,27329,67087,4,40,160,6,4,2,22,16,23,30,10,43,11753,12197
217153,91707,218756,4,40,160,13,4,2,14,12,21,30,10,74,15292,3075
165896,66548,167565,4,40,160,37,4,2,12,9,18,30,10,83,22099,3268
176057,72082,177414,4,40,160,33,4,2,23,8,13,30,10,82,20654,2138
193365,82160,196275,4,40,160,26,4,2,5,10,16,30,10,80,19638,2472
189211,76304,189509,4,40,160,24,4,2,21,6,19,30,10,81,19020,3056
152974,66005,153404,4,40,160,41,4,2,14,9,9,30,10,83,22586,1542
122963,51247,127018,4,40,160,45,4,2,19,19,20,30,10,85,23429,4698
231756,102467,233435,4,40,160,16,4,2,7,15,4,30,10,70,16257,428
80050,33261,80847,4,40,160,6,4,2,9,13,20,30,10,42,11804,7894
229004,97582,231153,4,40,160,22,4,2,10,17,11,30,10,77,18541,1435
211335,90285,212648,4,40,160,23,4,2,17,23,12,30,10,79,19188,1661
189379,79971,189858,4,40,160,30,4,2,9,11,23,30,10,84,21676,3819
178896,75645,182323,4,40,160,33,4,2,21,21,19,30,10,84,21893,3154
141697,57189,142798,4,40,160,20,4,2,8,4,11,30,10,59,16131,2850
143961,60314,144987,4,40,160,7,4,2,10,5,9,30,10,54,12190,2247
166096,71240,166436,4,40,160,6,4,2,10,11,6,30,10,54,11664,1150
225237,97619,228950,4,40,160,20,4,2,7,11,20,30,10,82,18069,2620
123060,50436,124904,4,40,160,51,4,2,13,12,13,30,10,84,24962,3092
225121,96145,227934,4,40,160,13,4,2,9,14,15,30,10,74,15110,1941
182113,78263,183910,4,40,160,40,4,2,9,14,5,30,10,80,21526,603
207274,88650,210551,4,40,160,22,4,2,5,19,18,30,10,78,18987,2569
149172,63159,151451,4,40,160,40,4,2,16,23,14,30,10,83,22462,2979
214973,89864,216495,4,40,160,14,4,2,21,18,18,30,10,75,15621,2628
147723,61411,150244,4,40,160,43,4,2,18,17,17,30,10,84,23180,3487
156240,65288,157342,4,40,160,49,4,2,9,20,4,30,10,79,23040,539
121506,48086,124918,4,40,160,51,4,2,5,22,19,30,10,81,25211,4615
158834,67056,162534,4,40,160,37,4,2,11,23,17,30,10,85,22642,3068
154781,63933,155386,4,40,160,50,4,2,11,9,5,30,10,81,23280,704
201076,84096,202973,4,40,160,23,4,2,15,19,21,30,10,80,19371,3235
220915,96221,223789,4,40,160,29,4,2,16,15,4,30,10,79,19170,344
152016,61835,155396,4,40,160,42,4,2,20,8,20,30,10,85,23220,3800
188458,83818,190070,4,40,160,23,4,2,5,9,18,30,10,79,18806,3099
162591,69772,163927,4,40,160,35,4,2,19,21,16,30,10,84,21967,3201
179325,75519,181155,4,40,160,27,4,2,16,21,23,30,10,83,20716,4040
154804,61527,158172,4,40,160,36,4,2,4,9,19,30,10,79,22600,3892
153665,64737,157284,4,40,160,37,4,2,16,20,22,30,10,85,22907,4125
92998,39184,92933,4,40,160,5,4,2,5,11,13,30,10,37,10780,4538
230722,95334,231355,4,40,160,25,4,2,18,8,9,30,10,81,18996,1060
172880,72173,173668,4,40,160,48,4,2,5,6,4,30,10,82,21748,506
217450,90950,220406,4,40,160,24,4,2,7,18,9,30,10,78,18883,1166
113696,47347,115824,4,40,160,22,4,2,11,6,21,30,10,61,18115,3293
171607,65567,173702,4,40,160,38,4,2,5,12,19,30,10,83,23602,3433
140419,58436,144452,4,40,160,36,4,2,20,15,22,30,10,82,22174,4981
175483,65685,178611,4,40,160,35,4,2,9,5,16,30,10,83,21450,3268
174914,74849,175710,4,40,160,45,4,2,7,13,4,30,10,81,22697,358
166901,67399,169756,4,40,160,36,4,2,6,9,13,30,10,82,22335,2417
167687,63210,170196,4,40,160,31,4,2,4,9,17,30,10,78,21411,3234
190749,81953,192360,4,40,160,33,4,2,7,18,14,30,10,84,21898,2135
198122,79690,200374,4,40,160,30,4,2,8,11,16,30,10,82,20826,2490
91567,38720,91617,4,40,160,5,4,2,16,23,15,30,10,41,10792,5133
197715,82350,198928,4,40,160,22,4,2,16,6,19,30,10,80,18412,3222
151568,60228,153794,4,40,160,39,4,2,4,7,20,30,10,80,23310,4339
166880,71242,167088,4,40,160,36,4,2,10,7,8,30,10,81,21492,1356
184008,75368,184581,4,40,160,11,4,2,13,6,15,30,10,66,14096,2856
178100,67840,180520,4,40,160,42,4,2,4,17,13,30,10,83,23786,2372
157641,67317,158094,4,40,160,6,4,2,15,21,5,30,10,51,11713,1008
259794,110693,265279,4,40,160,15,4,2,7,12,9,30,10,75,15697,914
238657,105372,240438,4,40,160,25,4,2,8,16,4,30,10,79,18842,304
176513,76410,180884,4,40,160,38,4,2,18,18,10,30,10,81,21584,1397
185593,78146,186966,4,40,160,16,4,2,23,12,19,30,10,73,16296,3673
86541,35186,87588,4,40,160,12,4,2,18,4,23,30,10,45,14281,4828
210372,87628,211103,4,40,160,10,4,2,23,12,9,30,10,65,13376,1318
162383,67030,162429,4,40,160,7,4,2,8,21,15,30,10,61,12147,3092
216237,93290,216786,4,40,160,8,4,2,14,16,5,30,10,61,12666,598
246901,105468,248750,4,40,160,20,4,2,9,19,13,30,10,81,17917,1491
237702,103375,240240,4,40,160,19,4,2,8,15,16,30,10,80,17829,2033
109004,41983,111948,4,40,160,49,4,2,9,17,22,30,10,81,24498,5825
224641,95887,226252,4,40,160,23,4,2,4,18,6,30,10,76,18536,730
147440,58617,148513,4,40,160,50,4,2,21,4,6,30,10,80,22368,1099
182911,78698,184922,4,40,160,26,4,2,9,9,16,30,10,79,19516,2701
155504,66930,156612,4,40,160,52,4,2,23,23,6,30,10,82,23903,851
122296,50691,124376,4,40,160,44,4,2,14,13,18,30,10,81,23081,4896
190361,79781,194280,4,40,160,32,4,2,22,22,15,30,10,83,21280,2309
188411,75883,190532,4,40,160,32,4,2,6,13,15,30,10,83,21518,2423
168611,66402,171190,4,40,160,37,4,2,6,23,17,30,10,84,22734,3034
177996,74340,179638,4,40,160,12,4,2,18,7,16,30,10,66,14540,3353
168722,75532,170736,4,40,160,33,4,2,6,14,22,30,10,82,22342,3966
231945,99728,233638,4,40,160,20,4,2,17,10,9,30,10,77,17235,1029
219627,92818,221329,4,40,160,17,4,2,14,19,14,30,10,74,17008,1991
161453,67685,161507,4,40,160,11,4,2,11,6,17,30,10,60,14155,3670
179696,74771,181420,4,40,160,37,4,2,8,21,10,30,10,84,22296,1506
87107,36792,87123,4,40,160,4,4,2,20,8,10,30,10,44,10553,3516
162869,70152,164497,4,40,160,26,4,2,19,12,23,30,10,79,19617,4594
192002,82851,193839,4,40,160,31,4,2,23,15,5,30,10,78,19824,595
179515,75254,181451,4,40,160,21,4,2,20,18,21,30,10,77,18527,3801
115396,49197,115955,4,40,160,4,4,2,17,20,7,30,10,56,10593,1521
211410,91329,213486,4,40,160,21,4,2,10,15,9,30,10,75,18212,1284
210213,90854,212147,4,40,160,16,4,2,10,21,12,30,10,72,16497,1929
210816,89398,211617,4,40,160,24,4,2,8,13,14,30,10,79,19620,2034
183747,83825,186564,4,40,160,14,4,2,8,7,16,30,10,71,15246,3113
233514,101138,234516,4,40,160,13,4,2,12,16,6,30,10,67,14975,678
153783,63454,155488,4,40,160,40,4,2,13,13,23,30,10,85,23998,4485
209573,88590,211312,4,40,160,22,4,2,22,19,13,30,10,77,18754,1904
149337,63081,151161,4,40,160,41,4,2,13,20,13,30,10,83,22996,2457
157699,63543,159502,4,40,160,48,4,2,8,21,9,30,10,84,24299,1577
237067,100056,238802,4,40,160,20,4,2,16,14,10,30,10,77,17625,1097
224324,99127,225249,4,40,160,19,4,2,6,6,5,30,10,75,16349,605
188413,76886,191250,4,40,160,32,4,2,8,11,16,30,10,83,21268,2521
120699,48133,121326,4,40,160,51,4,2,14,4,13,30,10,83,24184,3013
128253,53896,131022,4,40,160,46,4,2,17,13,15,30,10,84,23474,3301
131879,50653,134938,4,40,160,47,4,2,7,16,23,30,10,84,24736,4985
87649,36048,88199,4,40,160,6,4,2,19,7,16,30,10,44,11625,6179
159653,64903,162366,4,40,160,40,4,2,20,6,18,30,10,85,22127,4113
151000,55694,155094,4,40,160,47,4,2,21,6,17,30,10,85,23494,3559
208954,87961,212912,4,40,160,17,4,2,15,20,14,30,10,73,16730,2039
209524,93483,210813,4,40,160,26,4,2,17,17,4,30,10,76,18495,414
185390,74520,185904,4,40,160,29,4,2,6,9,21,30,10,82,20719,3708
189948,82270,192963,4,40,160,36,4,2,17,19,7,30,10,82,21265,854
118764,48419,118395,4,40,160,16,4,2,17,4,7,30,10,53,15144,1762
191561,84541,194441,4,40,160,16,4,2,7,6,4,30,10,65,14866,564
158263,65714,159887,4,40,160,52,4,2,4,20,5,30,10,80,24633,811
243657,108959,249289,4,40,160,10,4,2,4,14,4,30,10,66,13057,370
204710,83986,206466,4,40,160,34,4,2,5,17,7,30,10,81,21349,931
172274,71301,173465,4,40,160,11,4,2,4,7,18,30,10,63,14041,3818
216937,92091,217864,4,40,160,10,4,2,19,21,13,30,10,66,13426,1804
153415,66018,155257,4,40,160,45,4,2,4,19,9,30,10,78,23703,1654
132342,52705,134623,4,40,160,13,4,2,9,5,21,30,10,64,14659,5247
225048,95571,226869,4,40,160,10,4,2,20,8,9,30,10,67,13323,1108
191705,77613,193037,4,40,160,16,4,2,9,9,21,30,10,70,16392,3956
206542,87443,211244,4,40,160,30,4,2,16,10,11,30,10,82,19801,1482
167677,68053,169425,4,40,160,32,4,2,22,10,18,30,10,81,20994,3620
88980,37611,89373,4,40,160,4,4,2,5,12,10,30,10,45,10448,3603
172771,73509,173747,4,40,160,11,4,2,9,23,21,30,10,65,14107,4194
135338,54951,136397,4,40,160,49,4,2,11,18,10,30,10,81,24123,2304
221883,93163,223844,4,40,160,23,4,2,21,15,9,30,10,77,18589,1078
160456,63906,162016,4,40,160,38,4,2,5,5,10,30,10,80,21561,1874
124915,50245,126534,4,40,160,51,4,2,21,14,17,30,10,84,24470,4074
173763,72626,176676,4,40,160,31,4,2,18,14,17,30,10,83,21162,2772
169959,68663,171348,4,40,160,38,4,2,4,6,8,30,10,80,22040,1420
238772,101149,239883,4,40,160,14,4,2,10,23,12,30,10,74,15422,1456
151069,63061,152950,4,40,160,42,4,2,12,15,18,30,10,85,23829,3306
29783,12564,29835,4,40,160,5,4,2,13,12,21,30,10,25,10618,24523
187764,80319,187817,4,40,160,35,4,2,17,5,5,30,10,81,19642,656
193170,78628,195424,4,40,160,13,4,2,10,15,21,30,10,70,15131,3849
213277,89013,215053,4,40,160,13,4,2,11,13,22,30,10,75,15092,3229
127072,55692,128998,4,40,160,49,4,2,6,17,9,30,10,78,23661,1903
179321,76232,180955,4,40,160,31,4,2,19,19,11,30,10,81,20487,1811
219558,96935,227326,4,40,160,27,4,2,15,10,7,30,10,78,17877,763
189131,76143,192996,4,40,160,29,4,2,7,12,15,30,10,81,20321,2349
147552,62892,148019,4,40,160,5,4,2,15,12,5,30,10,47,10530,895
155011,59631,158018,4,40,160,46,4,2,4,7,14,30,10,82,24172,2707
186794,77480,190883,4,40,160,21,4,2,14,13,19,30,10,78,18271,3339
200888,80439,202604,4,40,160,37,4,2,4,23,6,30,10,80,22006,865
160446,65560,162964,4,40,160,47,4,2,7,21,7,30,10,83,23420,1145
117040,49547,120865,4,40,160,53,4,2,19,21,21,30,10,88,25382,4654
159472,67188,162519,4,40,160,44,4,2,6,16,8,30,10,81,23080,1364
204068,89622,206171,4,40,160,30,4,2,23,11,5,30,10,77,18666,533
221718,97150,222764,4,40,160,30,4,2,9,15,4,30,10,79,19568,287
145632,60848,147522,4,40,160,11,4,2,17,6,19,30,10,61,13854,4744
166065,68288,167711,4,40,160,42,4,2,11,21,10,30,10,84,23051,1604
182255,78486,185247,4,40,160,31,4,2,23,10,7,30,10,77,18980,1002
187731,81320,188088,4,40,160,37,4,2,18,7,5,30,10,80,20691,636
200381,83143,202137,4,40,160,13,4,2,14,15,20,30,10,72,15032,3371
184994,81352,186558,4,40,160,40,4,2,12,8,5,30,10,82,20604,565
199181,83611,201140,4,40,160,27,4,2,10,21,11,30,10,80,20104,1668
168368,71408,169849,4,40,160,26,4,2,19,22,22,30,10,80,20099,3870
163240,70714,163477,4,40,160,44,4,2,16,14,4,30,10,79,22035,358
186047,77042,188448,4,40,160,31,4,2,14,20,10,30,10,81,20409,1588
213793,94449,215407,4,40,160,28,4,2,17,21,7,30,10,80,19923,777
248235,109850,249981,4,40,160,20,4,2,17,16,5,30,10,74,17213,406
235790,101767,238482,4,40,160,21,4,2,11,12,5,30,10,76,17033,517
123131,51196,123688,4,40,160,6,4,2,20,13,12,30,10,51,11586,2981
236967,101323,237849,4,40,160,13,4,2,10,17,12,30,10,73,15121,1510
68526,29463,69503,4,40,160,12,4,2,9,6,17,30,10,38,14024,5467
221317,92976,223477,4,40,160,13,4,2,13,15,20,30,10,75,15131,2788
104025,44606,104464,4,40,160,16,4,2,11,4,23,30,10,50,15341,3908
192184,68479,195788,4,40,160,25,4,2,4,4,23,30,10,81,19070,4930
178606,76197,180405,4,40,160,37,4,2,15,11,7,30,10,80,21347,1127
162640,58191,167016,4,40,160,31,4,2,20,5,21,30,10,81,20347,4614
203772,86987,205056,4,40,160,12,4,2,22,13,16,30,10,71,14532,2620
184366,73453,186496,4,40,160,29,4,2,15,9,21,30,10,83,20605,3836
122742,46695,124151,4,40,160,38,4,2,18,4,19,30,10,76,20935,4934
163156,65505,168678,4,40,160,38,4,2,5,16,23,30,10,84,23490,4166
197564,81595,198016,4,40,160,13,4,2,13,7,18,30,10,71,15009,3034
220452,98695,223681,4,40,160,27,4,2,14,15,5,30,10,78,18460,512
230287,99218,231254,4,40,160,13,4,2,22,17,7,30,10,70,14945,823
127667,44561,128360,4,40,160,52,4,2,22,6,17,30,10,85,24572,4669
208323,87134,211040,4,40,160,18,4,2,18,14,19,30,10,77,17237,2747
161501,66525,162799,4,40,160,7,4,2,5,9,4,30,10,52,12017,840
206430,75139,207474,4,40,160,29,4,2,10,4,14,30,10,82,19804,2673
148538,63368,151914,4,40,160,40,4,2,8,20,23,30,10,85,23645,4376
203961,88375,204279,4,40,160,7,4,2,17,20,6,30,10,62,12033,758
143697,57000,144433,4,40,160,47,4,2,5,5,20,30,10,84,25311,4303
183286,71921,186526,4,40,160,31,4,2,9,7,12,30,10,82,20238,2078
146137,61595,146786,4,40,160,41,4,2,9,8,12,30,10,82,23173,2372
233117,97773,234618,4,40,160,11,4,2,18,9,4,30,10,63,13708,443
168511,70928,169032,4,40,160,6,4,2,22,21,5,30,10,55,11695,840
204416,86242,206064,4,40,160,26,4,2,18,8,9,30,10,79,18826,1269
150275,57636,155016,4,40,160,37,4,2,4,14,23,30,10,81,22914,4875
183564,80937,187152,4,40,160,39,4,2,23,17,6,30,10,82,21041,754
176905,74146,180256,4,40,160,39,4,2,22,14,9,30,10,83,21661,1387
203565,86993,206358,4,40,160,29,4,2,15,13,11,30,10,81,20176,1534
179796,70642,181583,4,40,160,35,4,2,4,23,14,30,10,81,22350,2447
135647,58558,136620,4,40,160,52,4,2,19,10,11,30,10,86,25152,2022
145288,51093,147482,4,40,160,45,4,2,18,5,16,30,10,83,23138,4084
213035,89324,215144,4,40,160,17,4,2,19,17,20,30,10,76,17009,3065
133798,56638,137031,4,40,160,44,4,2,21,17,20,30,10,85,23889,4631
183746,75503,188819,4,40,160,31,4,2,17,9,11,30,10,79,19195,1838
168834,66691,172378,4,40,160,33,4,2,6,11,19,30,10,80,21443,3418
137857,58805,139715,4,40,160,9,4,2,16,23,23,30,10,57,13062,6003
129809,55083,132105,4,40,160,46,4,2,12,20,20,30,10,85,24495,4357
155958,63358,158634,4,40,160,35,4,2,21,9,17,30,10,83,21331,3233
218437,93857,220418,4,40,160,25,4,2,4,6,9,30,10,80,18682,1175
162718,67682,163954,4,40,160,42,4,2,12,12,10,30,10,85,23048,1732
168050,68993,169496,4,40,160,29,4,2,12,8,18,30,10,78,20228,3344
184303,78643,186368,4,40,160,28,4,2,19,16,21,30,10,82,20667,3516
162733,60686,164930,4,40,160,34,4,2,7,5,18,30,10,80,21235,3862
128416,50403,129720,4,40,160,48,4,2,19,5,13,30,10,83,23814,2852
157132,65955,160207,4,40,160,37,4,2,23,17,19,30,10,85,22621,3392
146186,61929,148468,4,40,160,34,4,2,18,17,19,30,10,80,21494,4008
248856,108385,251284,4,40,160,10,4,2,16,21,4,30,10,65,13075,346
241431,102971,242036,4,40,160,16,4,2,5,18,4,30,10,72,16037,437
174187,73999,175827,4,40,160,27,4,2,23,21,22,30,10,81,20443,4039
37612,15709,37074,4,40,160,4,4,2,5,19,18,30,10,34,10542,14734
202227,85250,203045,4,40,160,27,4,2,14,10,14,30,10,82,20170,2141
215540,90252,217991,4,40,160,20,4,2,19,11,21,30,10,81,18065,2945
215243,91384,215851,4,40,160,8,4,2,16,14,6,30,10,63,12533,733
136551,55986,137919,4,40,160,53,4,2,9,10,12,30,10,84,25398,2501
245994,105772,248662,4,40,160,12,4,2,8,11,5,30,10,65,14199,494
170876,69480,173875,4,40,160,37,4,2,20,8,15,30,10,85,21252,2707
137491,56791,138997,4,40,160,48,4,2,22,9,10,30,10,82,23642,1957
188290,79772,189700,4,40,160,24,4,2,18,19,17,30,10,79,19207,2752
105976,44750,106896,4,40,160,7,4,2,6,17,18,30,10,46,12243,3360
127699,53741,129359,4,40,160,9,4,2,11,14,23,30,10,55,13063,5823
213888,92019,215568,4,40,160,25,4,2,4,13,14,30,10,79,19462,1980
231052,99287,232709,4,40,160,15,4,2,23,18,19,30,10,76,16037,2429
133052,56536,134432,4,40,160,50,4,2,21,12,11,30,10,84,24268,2210
221575,93819,223086,4,40,160,19,4,2,16,12,14,30,10,77,17519,1878
103154,40920,103988,4,40,160,19,4,2,12,4,15,30,10,49,16093,3269
228562,100972,230675,4,40,160,14,4,2,4,9,17,30,10,77,15514,2294
135281,53789,137279,4,40,160,44,4,2,10,16,17,30,10,83,23773,4078
119557,49469,122689,4,40,160,51,4,2,18,12,22,30,10,84,25020,5073
216243,91784,219090,4,40,160,13,4,2,15,14,19,30,10,73,15163,2655
174890,72518,176883,4,40,160,38,4,2,15,19,16,30,10,85,23077,2743
229961,97083,230646,4,40,160,12,4,2,22,11,10,30,10,71,14544,1341
175165,74784,176525,4,40,160,40,4,2,16,12,7,30,10,82,22138,961
153777,65075,156121,4,40,160,37,4,2,17,22,23,30,10,85,22857,4326
146498,60043,148761,4,40,160,42,4,2,16,16,21,30,10,87,23493,3951
172908,69974,175329,4,40,160,35,4,2,6,11,15,30,10,83,21816,2597
172762,72892,175393,4,40,160,31,4,2,14,22,17,30,10,82,20969,3041
205020,89921,208599,4,40,160,30,4,2,12,16,7,30,10,79,19954,807
197496,82556,199948,4,40,160,32,4,2,7,16,14,30,10,84,21389,2013
153047,57457,156013,4,40,160,42,4,2,12,7,23,30,10,86,23770,4593
40090,16422,42325,4,40,160,5,4,2,11,16,23,30,10,31,10608,19638
150083,62542,151563,4,40,160,11,4,2,5,6,22,30,10,59,14107,5566
168902,69633,170299,4,40,160,16,4,2,23,5,8,30,10,63,14970,1680
230142,98313,230901,4,40,160,16,4,2,16,18,6,30,10,72,16318,732
202876,81576,202020,4,40,160,22,4,2,23,4,5,30,10,75,16862,707
132480,54996,134442,4,40,160,53,4,2,8,19,8,30,10,81,24435,1563
163793,71039,164988,4,40,160,44,4,2,23,11,4,30,10,77,21415,391
103282,46101,104319,4,40,160,8,4,2,5,12,23,30,10,51,12611,7625
194511,82117,196253,4,40,160,30,4,2,8,18,17,30,10,83,21341,2751
175413,74296,177056,4,40,160,11,4,2,16,9,19,30,10,64,14096,3958
172473,72911,173913,4,40,160,24,4,2,23,17,23,30,10,79,19295,4225
142402,57195,144965,4,40,160,47,4,2,8,13,19,30,10,87,25178,3951
182000,79221,184950,4,40,160,37,4,2,15,19,7,30,10,80,21476,960
198725,83941,200004,4,40,160,11,4,2,18,10,10,30,10,65,14081,1598
80250,32430,80307,4,40,160,16,4,2,14,5,8,30,10,40,14992,2153
160812,67290,161191,4,40,160,43,4,2,16,6,6,30,10,80,21458,948
175480,76216,178403,4,40,160,42,4,2,8,13,7,30,10,83,22562,937
141812,59989,143016,4,40,160,9,4,2,11,21,23,30,10,58,13057,5502
225178,96059,227356,4,40,160,10,4,2,18,22,12,30,10,69,13409,1535
168211,70871,169278,4,40,160,33,4,2,13,13,22,30,10,84,22168,3906
128668,52639,131603,4,40,160,45,4,2,16,23,18,30,10,84,23597,4433
145735,60662,147897,4,40,160,40,4,2,22,17,18,30,10,85,22874,3525
207148,87387,207985,4,40,160,8,4,2,12,8,10,30,10,67,12592,1387
164613,69217,165474,4,40,160,43,4,2,13,11,9,30,10,85,23275,1430
175124,75418,175954,4,40,160,7,4,2,15,10,5,30,10,54,12012,740
209401,89099,210458,4,40,160,12,4,2,23,15,10,30,10,67,14533,1591
